device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
Heater,115,cold,2018-01-20,12:00:00,13:00:00,afternoon,10,47,2522,1
Heater,115,low hot,2018-01-20,19:00:00,20:00:00,night,2,42,1687,1
Heater,115,very cold,2018-01-20,21:00:00,22:00:00,night,2,7,1542,1
Heater,115,hot,2018-01-20,23:00:00,00:00:00,midnight,15,58,2308,1
Heater,115,low hot,2018-01-21,02:00:00,03:00:00,midnight,15,51,2830,0
Heater,115,low cold,2018-01-21,04:00:00,05:00:00,early morning,4,13,1627,1
Heater,115,cold,2018-01-21,05:00:00,06:00:00,early morning,11,24,1672,1
Heater,115,very hot,2018-01-21,05:00:00,06:00:00,early morning,12,53,2202,1
Heater,115,low cold,2018-01-21,07:00:00,08:00:00,morning,14,34,2864,0
Heater,115,cold,2018-01-21,09:00:00,10:00:00,morning,10,49,1880,1
Heater,115,low cold,2018-01-21,10:00:00,11:00:00,morning,5,8,2711,0
Heater,115,very hot,2018-01-21,12:00:00,13:00:00,afternoon,7,9,2145,1
Heater,115,very cold,2018-01-21,13:00:00,14:00:00,afternoon,7,45,2680,0
Heater,115,low cold,2018-01-21,18:00:00,19:00:00,evening,7,15,2186,1
Heater,115,low hot,2018-01-22,01:00:00,02:00:00,midnight,14,24,1593,1
Heater,115,low hot,2018-01-22,01:00:00,02:00:00,midnight,6,36,1578,1
Heater,115,low cold,2018-01-22,04:00:00,05:00:00,early morning,12,54,1712,1
Heater,115,very cold,2018-01-22,04:00:00,05:00:00,early morning,4,53,1868,1
Heater,115,very cold,2018-01-22,05:00:00,06:00:00,early morning,5,2,1743,1
Heater,115,low cold,2018-01-22,08:00:00,09:00:00,morning,1,14,2451,0
Heater,115,hot,2018-01-22,13:00:00,14:00:00,afternoon,10,54,2451,0
Heater,115,low cold,2018-01-22,13:00:00,14:00:00,afternoon,0,0,2590,0
Heater,115,low hot,2018-01-22,17:00:00,18:00:00,evening,0,0,2609,0
Heater,115,low cold,2018-01-23,20:00:00,21:00:00,night,5,22,1813,1
Lights,115,low cold,2018-01-05,01:00:00,02:00:00,midnight,0,0,1409,0
Lights,115,very cold,2018-01-05,07:00:00,08:00:00,morning,1,9,1342,1
Lights,115,very hot,2018-01-05,11:00:00,12:00:00,morning,10,41,1124,1
Lights,115,hot,2018-01-05,18:00:00,19:00:00,evening,3,49,1973,0
Lights,115,low hot,2018-01-06,06:00:00,07:00:00,early morning,2,28,1800,0
Lights,115,hot,2018-01-06,06:00:00,07:00:00,early morning,3,11,1201,0
Lights,115,hot,2018-01-06,07:00:00,08:00:00,morning,3,59,1327,1
Lights,115,cold,2018-01-06,08:00:00,09:00:00,morning,0,0,1815,0
Lights,115,very cold,2018-01-06,09:00:00,10:00:00,morning,7,43,1894,0
Lights,115,cold,2018-01-06,17:00:00,18:00:00,evening,5,15,1859,0
Lights,115,very hot,2018-01-06,20:00:00,21:00:00,night,2,3,1117,1
Lights,115,cold,2018-01-06,21:00:00,22:00:00,night,10,33,1708,0
Lights,115,very hot,2018-01-06,21:00:00,22:00:00,night,13,52,1726,0
Lights,115,cold,2018-01-07,03:00:00,04:00:00,midnight,5,41,1193,1
Lights,115,low hot,2018-01-07,08:00:00,09:00:00,morning,6,12,1986,0
Lights,115,very cold,2018-01-07,09:00:00,10:00:00,morning,10,40,1239,1
Lights,115,low cold,2018-01-07,10:00:00,11:00:00,morning,13,22,1896,0
Lights,115,low cold,2018-01-07,11:00:00,12:00:00,morning,12,48,1802,0
Lights,115,very hot,2018-01-07,12:00:00,13:00:00,afternoon,1,7,1742,0
Lights,115,cold,2018-01-07,23:00:00,00:00:00,midnight,1,18,1427,1
Lights,115,very hot,2018-01-07,23:00:00,00:00:00,midnight,9,47,1703,0
Lights,115,cold,2018-01-08,02:00:00,03:00:00,midnight,11,57,1485,0
Lights,115,very hot,2018-01-08,07:00:00,08:00:00,morning,2,26,1356,1
Lights,115,very cold,2018-01-08,07:00:00,08:00:00,morning,12,19,1049,1
Lights,115,cold,2018-01-08,07:00:00,08:00:00,morning,1,50,1352,1
Lights,115,very hot,2018-01-08,20:00:00,21:00:00,night,10,38,1433,0
Lights,115,cold,2018-01-09,00:00:00,01:00:00,midnight,4,22,1409,0
Lights,115,low cold,2018-01-09,01:00:00,02:00:00,midnight,7,24,1162,1
Lights,115,very cold,2018-01-09,02:00:00,03:00:00,midnight,15,8,1205,1
Lights,115,very cold,2018-01-09,02:00:00,03:00:00,midnight,15,29,1542,0
Lights,115,very hot,2018-01-09,06:00:00,07:00:00,early morning,2,36,1774,0
Lights,115,very hot,2018-01-09,06:00:00,07:00:00,early morning,13,55,1969,0
Lights,115,very hot,2018-01-09,12:00:00,13:00:00,afternoon,11,5,1746,0
Lights,115,very cold,2018-01-09,13:00:00,14:00:00,afternoon,11,56,1718,0
Lights,115,low hot,2018-01-09,14:00:00,15:00:00,afternoon,1,45,1548,1
Lights,115,hot,2018-01-09,20:00:00,21:00:00,night,14,42,1396,1
Lights,115,hot,2018-01-09,22:00:00,23:00:00,night,0,0,1991,0
Lights,115,cold,2018-01-09,22:00:00,23:00:00,night,14,13,1597,0
Microwave,115,very cold,2018-01-23,00:00:00,01:00:00,midnight,10,31,1848,0
Microwave,115,low hot,2018-01-23,02:00:00,03:00:00,midnight,4,54,1337,1
Microwave,115,low cold,2018-01-23,14:00:00,15:00:00,afternoon,0,0,1630,0
Microwave,115,hot,2018-01-23,21:00:00,22:00:00,night,0,0,1260,1
Microwave,115,very cold,2018-01-23,22:00:00,23:00:00,night,15,31,1458,1
Microwave,115,very hot,2018-01-24,01:00:00,02:00:00,midnight,4,37,1798,0
Microwave,115,low hot,2018-01-24,04:00:00,05:00:00,early morning,15,16,1213,1
Microwave,115,very hot,2018-01-24,08:00:00,09:00:00,morning,11,20,1128,1
Microwave,115,low hot,2018-01-24,08:00:00,09:00:00,morning,6,39,1411,1
Microwave,115,hot,2018-01-24,12:00:00,13:00:00,afternoon,5,9,1225,1
Microwave,115,very hot,2018-01-24,13:00:00,14:00:00,afternoon,1,26,1287,1
Microwave,115,low hot,2018-01-24,16:00:00,17:00:00,evening,5,22,1501,0
Microwave,115,cold,2018-01-24,19:00:00,20:00:00,night,4,26,1400,1
Microwave,115,low cold,2018-01-24,23:00:00,00:00:00,midnight,1,50,1129,1
Microwave,115,very cold,2018-01-25,02:00:00,03:00:00,midnight,7,45,1507,0
Microwave,115,low cold,2018-01-25,05:00:00,06:00:00,early morning,6,5,1276,1
Microwave,115,hot,2018-01-25,05:00:00,06:00:00,early morning,6,36,1461,1
Microwave,115,low cold,2018-01-25,06:00:00,07:00:00,early morning,7,24,1386,1
Microwave,115,low cold,2018-01-25,09:00:00,10:00:00,morning,6,42,1997,0
Microwave,115,very cold,2018-01-25,12:00:00,13:00:00,afternoon,5,40,1429,0
Microwave,115,very cold,2018-01-25,13:00:00,14:00:00,afternoon,0,0,1035,1
Microwave,115,hot,2018-01-25,14:00:00,15:00:00,afternoon,2,47,1515,0
Microwave,115,cold,2018-01-25,16:00:00,17:00:00,evening,7,16,1304,1
Microwave,115,low cold,2018-01-25,18:00:00,19:00:00,evening,11,25,1392,1
Microwave,115,low hot,2018-01-25,21:00:00,22:00:00,night,4,39,1977,0
Microwave,115,very hot,2018-01-25,22:00:00,23:00:00,night,14,14,1478,0
Microwave,115,hot,2018-01-25,23:00:00,00:00:00,midnight,7,17,1453,1
Microwave,115,low hot,2018-01-26,03:00:00,04:00:00,midnight,2,33,1214,1
Microwave,115,hot,2018-01-26,07:00:00,08:00:00,morning,7,34,1829,0
Microwave,115,very cold,2018-01-26,07:00:00,08:00:00,morning,3,23,1405,1
Microwave,115,very cold,2018-01-26,08:00:00,09:00:00,morning,0,0,1294,1
Microwave,115,very cold,2018-01-26,10:00:00,11:00:00,morning,14,16,1894,0
Microwave,115,low cold,2018-01-26,12:00:00,13:00:00,afternoon,8,21,1091,1
Microwave,115,hot,2018-01-26,14:00:00,15:00:00,afternoon,3,47,1174,1
Microwave,115,hot,2018-01-26,18:00:00,19:00:00,evening,8,4,1476,0
Microwave,115,hot,2018-01-26,19:00:00,20:00:00,night,3,22,1036,1
Microwave,115,hot,2018-01-26,22:00:00,23:00:00,night,9,29,1778,0
Microwave,115,very hot,2018-01-27,02:00:00,03:00:00,midnight,1,21,1276,1
Microwave,115,low cold,2018-01-27,12:00:00,13:00:00,afternoon,8,37,1020,1
Microwave,115,very hot,2018-01-27,16:00:00,17:00:00,evening,12,44,1988,0
Refridgerator,115,cold,2018-01-14,04:00:00,05:00:00,early morning,10,49,197,0
Refridgerator,115,cold,2018-01-14,04:00:00,05:00:00,early morning,12,3,214,0
Refridgerator,115,very hot,2018-01-14,10:00:00,11:00:00,morning,5,25,261,0
Refridgerator,115,low hot,2018-01-14,14:00:00,15:00:00,afternoon,9,27,201,0
Refridgerator,115,hot,2018-01-14,15:00:00,16:00:00,afternoon,15,14,199,1
Refridgerator,115,low hot,2018-01-15,04:00:00,05:00:00,early morning,7,1,162,0
Refridgerator,115,very hot,2018-01-15,05:00:00,06:00:00,early morning,7,9,213,0
Refridgerator,115,low cold,2018-01-15,11:00:00,12:00:00,morning,5,26,275,0
Refridgerator,115,very cold,2018-01-15,12:00:00,13:00:00,afternoon,1,39,258,0
Refridgerator,115,hot,2018-01-15,14:00:00,15:00:00,afternoon,2,32,207,0
Refridgerator,115,cold,2018-01-15,15:00:00,16:00:00,afternoon,10,32,247,0
Refridgerator,115,low hot,2018-01-15,15:00:00,16:00:00,afternoon,7,33,237,0
Refridgerator,115,very hot,2018-01-15,16:00:00,17:00:00,evening,2,46,266,0
Refridgerator,115,cold,2018-01-15,16:00:00,17:00:00,evening,11,33,169,0
Refridgerator,115,cold,2018-01-15,19:00:00,20:00:00,night,12,20,196,1
Refridgerator,115,very cold,2018-01-15,20:00:00,21:00:00,night,3,54,249,0
Refridgerator,115,very hot,2018-01-16,02:00:00,03:00:00,midnight,7,21,132,1
Refridgerator,115,very hot,2018-01-16,02:00:00,03:00:00,midnight,2,6,266,0
Refridgerator,115,very cold,2018-01-16,04:00:00,05:00:00,early morning,14,22,145,1
Refridgerator,115,low hot,2018-01-16,08:00:00,09:00:00,morning,8,34,229,0
Refridgerator,115,very hot,2018-01-16,11:00:00,12:00:00,morning,8,24,212,0
Refridgerator,115,very hot,2018-01-16,17:00:00,18:00:00,evening,12,26,110,1
Refridgerator,115,very hot,2018-01-16,19:00:00,20:00:00,night,13,28,117,1
Refridgerator,115,very cold,2018-01-16,23:00:00,00:00:00,midnight,7,19,108,1
Refridgerator,115,very hot,2018-01-17,03:00:00,04:00:00,midnight,5,48,123,1
Refridgerator,115,low hot,2018-01-17,15:00:00,16:00:00,afternoon,7,36,107,1
Refridgerator,115,low cold,2018-01-17,15:00:00,16:00:00,afternoon,2,41,217,0
Refridgerator,115,low cold,2018-01-17,20:00:00,21:00:00,night,5,6,203,0
Refridgerator,115,cold,2018-01-17,20:00:00,21:00:00,night,11,43,206,0
Refridgerator,115,low cold,2018-01-17,21:00:00,22:00:00,night,13,8,213,0
Refridgerator,115,low cold,2018-01-17,22:00:00,23:00:00,night,9,51,101,1
Refridgerator,115,very cold,2018-01-18,02:00:00,03:00:00,midnight,6,57,168,1
Refridgerator,115,low cold,2018-01-18,03:00:00,04:00:00,midnight,2,36,180,1
Refridgerator,115,cold,2018-01-18,04:00:00,05:00:00,early morning,7,22,154,1
Refridgerator,115,very cold,2018-01-18,16:00:00,17:00:00,evening,6,5,295,0
Refridgerator,115,very cold,2018-01-18,18:00:00,19:00:00,evening,14,3,119,1
Television,115,cold,2018-01-09,22:00:00,23:00:00,night,0,0,297,0
Television,115,very hot,2018-01-10,01:00:00,02:00:00,midnight,7,7,297,0
Television,115,cold,2018-01-10,03:00:00,04:00:00,midnight,12,45,265,0
Television,115,low cold,2018-01-10,05:00:00,06:00:00,early morning,5,32,201,1
Television,115,cold,2018-01-10,14:00:00,15:00:00,afternoon,8,19,207,1
Television,115,cold,2018-01-10,15:00:00,16:00:00,afternoon,0,0,253,1
Television,115,low cold,2018-01-10,17:00:00,18:00:00,evening,3,22,299,0
Television,115,cold,2018-01-10,18:00:00,19:00:00,evening,7,58,289,0
Television,115,low hot,2018-01-10,18:00:00,19:00:00,evening,1,40,299,0
Television,115,very cold,2018-01-10,22:00:00,23:00:00,night,0,0,255,0
Television,115,low cold,2018-01-10,22:00:00,23:00:00,night,0,0,221,1
Television,115,cold,2018-01-10,23:00:00,00:00:00,midnight,3,58,206,1
Television,115,hot,2018-01-11,02:00:00,03:00:00,midnight,5,56,226,1
Television,115,hot,2018-01-11,04:00:00,05:00:00,early morning,2,31,235,1
Television,115,very cold,2018-01-11,05:00:00,06:00:00,early morning,9,2,293,0
Television,115,hot,2018-01-11,06:00:00,07:00:00,early morning,3,7,262,0
Television,115,very hot,2018-01-11,08:00:00,09:00:00,morning,1,12,239,1
Television,115,low hot,2018-01-11,08:00:00,09:00:00,morning,7,58,295,0
Television,115,hot,2018-01-11,09:00:00,10:00:00,morning,10,50,209,1
Television,115,cold,2018-01-11,13:00:00,14:00:00,afternoon,0,0,265,0
Television,115,low hot,2018-01-11,17:00:00,18:00:00,evening,6,45,209,1
Television,115,low cold,2018-01-11,18:00:00,19:00:00,evening,13,40,256,1
Television,115,very hot,2018-01-11,18:00:00,19:00:00,evening,13,47,204,1
Television,115,cold,2018-01-12,01:00:00,02:00:00,midnight,4,15,224,1
Television,115,cold,2018-01-12,02:00:00,03:00:00,midnight,7,6,264,0
Television,115,very hot,2018-01-12,06:00:00,07:00:00,early morning,15,32,244,0
Television,115,very hot,2018-01-12,08:00:00,09:00:00,morning,12,42,265,0
Television,115,low hot,2018-01-12,12:00:00,13:00:00,afternoon,9,44,278,0
Television,115,low cold,2018-01-12,15:00:00,16:00:00,afternoon,0,0,275,0
Television,115,very hot,2018-01-12,17:00:00,18:00:00,evening,11,57,200,1
Television,115,hot,2018-01-13,03:00:00,04:00:00,midnight,11,28,255,0
Television,115,low hot,2018-01-13,03:00:00,04:00:00,midnight,3,28,247,0
Television,115,cold,2018-01-13,03:00:00,04:00:00,midnight,2,16,228,1
Television,115,low hot,2018-01-13,06:00:00,07:00:00,early morning,5,31,266,0
Television,115,low hot,2018-01-13,07:00:00,08:00:00,morning,1,49,232,1
Television,115,very cold,2018-01-13,08:00:00,09:00:00,morning,0,0,294,0
Television,115,very cold,2018-01-13,09:00:00,10:00:00,morning,0,0,234,1
Television,115,low hot,2018-01-13,11:00:00,12:00:00,morning,0,0,292,0
Television,115,cold,2018-01-13,18:00:00,19:00:00,evening,0,0,215,1
Television,115,cold,2018-01-13,19:00:00,20:00:00,night,8,7,292,0
Television,115,low cold,2018-01-13,23:00:00,00:00:00,midnight,12,6,297,0
Television,115,cold,2018-01-14,08:00:00,09:00:00,morning,0,0,204,1
Television,115,very cold,2018-01-14,18:00:00,19:00:00,evening,0,0,288,0
AC,116,low cold,2018-01-01,00:00:00,01:00:00,midnight,6,35,1085,1
AC,116,hot,2018-01-01,09:00:00,10:00:00,morning,3,33,1606,0
AC,116,cold,2018-01-01,09:00:00,10:00:00,morning,14,53,1434,0
AC,116,very hot,2018-01-01,16:00:00,17:00:00,evening,7,17,1971,0
AC,116,low cold,2018-01-01,18:00:00,19:00:00,evening,5,36,1969,1
AC,116,low cold,2018-01-02,00:00:00,01:00:00,midnight,11,58,1389,1
AC,116,low hot,2018-01-02,03:00:00,04:00:00,midnight,11,11,1828,0
AC,116,very hot,2018-01-02,07:00:00,08:00:00,morning,15,44,1522,0
AC,116,hot,2018-01-02,08:00:00,09:00:00,morning,2,42,1068,1
AC,116,low cold,2018-01-02,08:00:00,09:00:00,morning,1,27,1789,0
AC,116,low hot,2018-01-02,10:00:00,11:00:00,morning,0,0,1197,1
AC,116,low cold,2018-01-02,11:00:00,12:00:00,morning,1,12,1286,1
AC,116,very cold,2018-01-02,13:00:00,14:00:00,afternoon,8,55,1414,1
AC,116,hot,2018-01-02,18:00:00,19:00:00,evening,11,48,1293,1
AC,116,cold,2018-01-02,19:00:00,20:00:00,night,3,18,1615,0
AC,116,low hot,2018-01-02,21:00:00,22:00:00,night,10,36,1168,1
AC,116,low hot,2018-01-03,02:00:00,03:00:00,midnight,12,43,1785,0
AC,116,low cold,2018-01-03,06:00:00,07:00:00,early morning,10,26,1549,0
AC,116,low hot,2018-01-03,07:00:00,08:00:00,morning,0,0,1303,1
AC,116,hot,2018-01-03,08:00:00,09:00:00,morning,4,2,1355,1
AC,116,low cold,2018-01-03,09:00:00,10:00:00,morning,0,0,1032,1
AC,116,cold,2018-01-03,19:00:00,20:00:00,night,11,43,1477,1
AC,116,cold,2018-01-03,20:00:00,21:00:00,night,1,19,1743,0
AC,116,cold,2018-01-03,22:00:00,23:00:00,night,12,57,1267,1
AC,116,hot,2018-01-04,02:00:00,03:00:00,midnight,11,33,1263,1
AC,116,hot,2018-01-04,02:00:00,03:00:00,midnight,2,26,1506,0
AC,116,very cold,2018-01-04,03:00:00,04:00:00,midnight,6,1,1410,0
AC,116,very hot,2018-01-04,06:00:00,07:00:00,early morning,0,0,1814,0
AC,116,low hot,2018-01-04,12:00:00,13:00:00,afternoon,7,57,1497,1
AC,116,cold,2018-01-04,13:00:00,14:00:00,afternoon,5,5,1998,0
AC,116,very hot,2018-01-04,18:00:00,19:00:00,evening,2,25,1312,1
AC,116,low cold,2018-01-05,11:00:00,12:00:00,morning,6,35,1772,0
AC,116,low cold,2018-01-05,13:00:00,14:00:00,afternoon,14,17,1560,0
AC,116,cold,2018-01-05,20:00:00,21:00:00,night,11,1,1451,1
Computer,116,low hot,2018-01-27,08:00:00,09:00:00,morning,2,31,425,0
Computer,116,hot,2018-01-27,10:00:00,11:00:00,morning,11,6,498,0
Computer,116,low cold,2018-01-27,12:00:00,13:00:00,afternoon,5,32,352,1
Computer,116,very cold,2018-01-27,19:00:00,20:00:00,night,2,16,458,0
Computer,116,very cold,2018-01-28,00:00:00,01:00:00,midnight,6,14,460,0
Computer,116,very hot,2018-01-28,02:00:00,03:00:00,midnight,8,47,460,0
Computer,116,cold,2018-01-28,04:00:00,05:00:00,early morning,8,42,312,1
Computer,116,low cold,2018-01-28,05:00:00,06:00:00,early morning,1,57,419,0
Computer,116,hot,2018-01-28,05:00:00,06:00:00,early morning,13,48,339,1
Computer,116,very cold,2018-01-28,06:00:00,07:00:00,early morning,14,34,395,1
Computer,116,low cold,2018-01-28,08:00:00,09:00:00,morning,13,40,345,1
Computer,116,low hot,2018-01-28,10:00:00,11:00:00,morning,2,45,332,1
Computer,116,hot,2018-01-28,11:00:00,12:00:00,morning,11,45,449,0
Computer,116,hot,2018-01-28,13:00:00,14:00:00,afternoon,15,58,400,0
Computer,116,low hot,2018-01-28,14:00:00,15:00:00,afternoon,7,45,494,0
Computer,116,cold,2018-01-28,20:00:00,21:00:00,night,5,27,418,1
Computer,116,hot,2018-01-29,04:00:00,05:00:00,early morning,5,30,306,1
Computer,116,low hot,2018-01-29,05:00:00,06:00:00,early morning,9,6,471,0
Computer,116,low cold,2018-01-29,06:00:00,07:00:00,early morning,4,55,381,0
Computer,116,very cold,2018-01-29,07:00:00,08:00:00,morning,6,2,335,1
Computer,116,low hot,2018-01-29,16:00:00,17:00:00,evening,15,29,333,1
Computer,116,cold,2018-01-29,19:00:00,20:00:00,night,4,54,386,1
Computer,116,very hot,2018-01-29,20:00:00,21:00:00,night,14,49,483,0
Computer,116,cold,2018-01-29,23:00:00,00:00:00,midnight,12,10,465,0
Computer,116,low cold,2018-01-30,02:00:00,03:00:00,midnight,7,52,365,1
Computer,116,very hot,2018-01-30,04:00:00,05:00:00,early morning,3,37,494,0
Computer,116,cold,2018-01-30,05:00:00,06:00:00,early morning,13,33,345,1
Computer,116,low cold,2018-01-30,06:00:00,07:00:00,early morning,15,58,355,1
Computer,116,hot,2018-01-30,10:00:00,11:00:00,morning,2,14,398,1
Computer,116,low hot,2018-01-30,12:00:00,13:00:00,afternoon,9,37,312,1
Computer,116,hot,2018-01-30,18:00:00,19:00:00,evening,12,47,423,1
Computer,116,very hot,2018-01-31,01:00:00,02:00:00,midnight,13,6,307,1
Computer,116,hot,2018-01-31,04:00:00,05:00:00,early morning,1,18,307,1
Computer,116,low hot,2018-01-31,11:00:00,12:00:00,morning,1,47,444,0
Computer,116,low hot,2018-01-31,14:00:00,15:00:00,afternoon,8,4,314,1
Computer,116,low hot,2018-01-31,16:00:00,17:00:00,evening,2,21,361,0
Computer,116,hot,2018-01-31,16:00:00,17:00:00,evening,4,42,382,0
Computer,116,very hot,2018-01-31,17:00:00,18:00:00,evening,4,10,423,0
Computer,116,low cold,2018-01-31,19:00:00,20:00:00,night,15,29,381,1
Computer,116,cold,2018-01-31,19:00:00,20:00:00,night,8,27,406,0
Heater,116,low cold,2018-01-18,01:00:00,02:00:00,midnight,4,39,1760,1
Heater,116,low cold,2018-01-19,02:00:00,03:00:00,midnight,10,18,2382,0
Heater,116,cold,2018-01-19,03:00:00,04:00:00,midnight,2,4,2846,0
Heater,116,very cold,2018-01-19,04:00:00,05:00:00,early morning,14,8,2798,0
Heater,116,low cold,2018-01-19,08:00:00,09:00:00,morning,2,55,1595,1
Heater,116,cold,2018-01-19,11:00:00,12:00:00,morning,3,21,2403,0
Heater,116,cold,2018-01-19,11:00:00,12:00:00,morning,12,3,1704,1
Heater,116,low cold,2018-01-19,13:00:00,14:00:00,afternoon,2,45,1967,1
Heater,116,very hot,2018-01-19,19:00:00,20:00:00,night,5,37,2889,0
Heater,116,very cold,2018-01-19,22:00:00,23:00:00,night,9,46,2814,0
Heater,116,low hot,2018-01-20,01:00:00,02:00:00,midnight,8,26,2153,0
Heater,116,very cold,2018-01-20,02:00:00,03:00:00,midnight,1,1,2558,0
Heater,116,low hot,2018-01-20,11:00:00,12:00:00,morning,8,38,2017,1
Heater,116,cold,2018-01-20,13:00:00,14:00:00,afternoon,1,14,2883,0
Heater,116,cold,2018-01-20,17:00:00,18:00:00,evening,12,52,1648,1
Heater,116,hot,2018-01-20,20:00:00,21:00:00,night,8,16,1664,1
Heater,116,low cold,2018-01-20,22:00:00,23:00:00,night,8,51,2991,0
Heater,116,low hot,2018-01-20,23:00:00,00:00:00,midnight,10,49,2211,1
Heater,116,cold,2018-01-21,02:00:00,03:00:00,midnight,13,47,1661,1
Heater,116,very hot,2018-01-21,04:00:00,05:00:00,early morning,3,54,1974,1
Heater,116,hot,2018-01-21,12:00:00,13:00:00,afternoon,14,55,1649,1
Heater,116,very cold,2018-01-21,13:00:00,14:00:00,afternoon,12,57,1661,1
Heater,116,hot,2018-01-21,18:00:00,19:00:00,evening,12,34,1838,1
Heater,116,cold,2018-01-21,20:00:00,21:00:00,night,13,44,1674,1
Heater,116,hot,2018-01-22,00:00:00,01:00:00,midnight,0,0,2823,0
Heater,116,low hot,2018-01-22,02:00:00,03:00:00,midnight,15,2,1803,1
Heater,116,very hot,2018-01-22,02:00:00,03:00:00,midnight,0,0,2568,0
Heater,116,very hot,2018-01-22,03:00:00,04:00:00,midnight,1,28,2558,0
Heater,116,low cold,2018-01-22,05:00:00,06:00:00,early morning,4,29,2717,0
Heater,116,very cold,2018-01-22,16:00:00,17:00:00,evening,11,52,2984,0
Heater,116,low hot,2018-01-22,17:00:00,18:00:00,evening,3,8,1968,1
Heater,116,low cold,2018-01-22,22:00:00,23:00:00,night,3,16,1941,1
Heater,116,very cold,2018-01-22,23:00:00,00:00:00,midnight,15,9,1969,1
Heater,116,low hot,2018-01-23,05:00:00,06:00:00,early morning,13,19,2349,0
Lights,116,very hot,2018-01-05,05:00:00,06:00:00,early morning,0,0,1860,0
Lights,116,cold,2018-01-05,13:00:00,14:00:00,afternoon,0,0,1612,0
Lights,116,hot,2018-01-05,22:00:00,23:00:00,night,14,2,1981,0
Lights,116,cold,2018-01-05,23:00:00,00:00:00,midnight,6,25,1412,1
Lights,116,very hot,2018-01-06,02:00:00,03:00:00,midnight,6,17,1708,0
Lights,116,hot,2018-01-06,02:00:00,03:00:00,midnight,15,39,1459,1
Lights,116,cold,2018-01-06,04:00:00,05:00:00,early morning,4,59,1906,0
Lights,116,low cold,2018-01-06,09:00:00,10:00:00,morning,0,0,1790,0
Lights,116,low cold,2018-01-06,15:00:00,16:00:00,afternoon,3,22,1561,0
Lights,116,low cold,2018-01-06,20:00:00,21:00:00,night,6,17,1472,1
Lights,116,very cold,2018-01-06,21:00:00,22:00:00,night,0,0,1040,1
Lights,116,very hot,2018-01-07,00:00:00,01:00:00,midnight,14,41,1513,0
Lights,116,very hot,2018-01-07,00:00:00,01:00:00,midnight,5,20,1535,0
Lights,116,very cold,2018-01-07,02:00:00,03:00:00,midnight,15,16,1676,0
Lights,116,very cold,2018-01-07,08:00:00,09:00:00,morning,15,42,1459,0
Lights,116,very hot,2018-01-07,17:00:00,18:00:00,evening,15,37,1342,1
Lights,116,low cold,2018-01-08,02:00:00,03:00:00,midnight,13,5,1499,0
Lights,116,low cold,2018-01-08,04:00:00,05:00:00,early morning,5,6,1457,0
Lights,116,cold,2018-01-08,05:00:00,06:00:00,early morning,10,12,1484,1
Lights,116,very cold,2018-01-08,09:00:00,10:00:00,morning,5,15,1049,1
Lights,116,low hot,2018-01-08,15:00:00,16:00:00,afternoon,14,13,1873,0
Lights,116,low cold,2018-01-08,15:00:00,16:00:00,afternoon,0,0,1426,0
Lights,116,low cold,2018-01-08,17:00:00,18:00:00,evening,4,25,1114,1
Lights,116,cold,2018-01-09,00:00:00,01:00:00,midnight,12,11,1095,1
Lights,116,hot,2018-01-09,07:00:00,08:00:00,morning,0,0,1330,1
Lights,116,very hot,2018-01-09,10:00:00,11:00:00,morning,1,20,1630,0
Lights,116,hot,2018-01-09,12:00:00,13:00:00,afternoon,8,41,1644,0
Lights,116,low hot,2018-01-09,16:00:00,17:00:00,evening,13,11,1413,0
Lights,116,very hot,2018-01-09,17:00:00,18:00:00,evening,3,22,1191,1
Lights,116,hot,2018-01-09,18:00:00,19:00:00,evening,12,19,1082,1
Microwave,116,very hot,2018-01-23,02:00:00,03:00:00,midnight,4,42,1952,0
Microwave,116,very hot,2018-01-23,03:00:00,04:00:00,midnight,5,54,1707,0
Microwave,116,cold,2018-01-23,17:00:00,18:00:00,evening,1,28,1622,0
Microwave,116,very hot,2018-01-23,20:00:00,21:00:00,night,7,10,1370,1
Microwave,116,low cold,2018-01-23,20:00:00,21:00:00,night,11,23,1426,0
Microwave,116,low hot,2018-01-24,00:00:00,01:00:00,midnight,0,0,1261,1
Microwave,116,hot,2018-01-24,02:00:00,03:00:00,midnight,0,0,1371,1
Microwave,116,very hot,2018-01-24,03:00:00,04:00:00,midnight,15,29,1485,0
Microwave,116,low hot,2018-01-24,08:00:00,09:00:00,morning,10,48,1416,1
Microwave,116,very hot,2018-01-24,11:00:00,12:00:00,morning,13,6,1590,0
Microwave,116,very hot,2018-01-24,12:00:00,13:00:00,afternoon,0,0,1516,0
Microwave,116,hot,2018-01-24,12:00:00,13:00:00,afternoon,11,30,1073,1
Microwave,116,hot,2018-01-24,15:00:00,16:00:00,afternoon,15,37,1294,1
Microwave,116,very hot,2018-01-24,15:00:00,16:00:00,afternoon,2,35,1614,1
Microwave,116,low hot,2018-01-24,18:00:00,19:00:00,evening,3,8,1478,1
Microwave,116,low hot,2018-01-24,18:00:00,19:00:00,evening,11,26,1591,0
Microwave,116,low hot,2018-01-24,21:00:00,22:00:00,night,7,19,1469,1
Microwave,116,low cold,2018-01-25,02:00:00,03:00:00,midnight,13,31,1828,0
Microwave,116,hot,2018-01-25,03:00:00,04:00:00,midnight,14,13,1870,0
Microwave,116,low hot,2018-01-25,03:00:00,04:00:00,midnight,13,11,1045,1
