device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Microwave,3,5,0,outdoor,1405,25-01-2018,18:00:00,19:00:00,6,15,1
Microwave,3,5,0,outdoor,1112,25-01-2018,20:00:00,21:00:00,2,6,1
Microwave,3,5,0,outdoor,1571,27-01-2018,13:00:00,14:00:00,2,28,0
Refridgerator,3,5,0,outdoor,278,15-01-2018,07:00:00,08:00:00,1,18,0
Refridgerator,3,5,0,outdoor,199,15-01-2018,12:00:00,13:00:00,5,12,0
Refridgerator,3,5,0,outdoor,266,15-01-2018,13:00:00,14:00:00,0,0,0
Refridgerator,3,5,0,outdoor,123,16-01-2018,06:00:00,07:00:00,8,27,1
Refridgerator,3,5,0,outdoor,281,16-01-2018,17:00:00,18:00:00,9,21,0
Refridgerator,3,5,0,outdoor,219,16-01-2018,19:00:00,20:00:00,4,21,0
Refridgerator,3,5,0,outdoor,261,16-01-2018,20:00:00,21:00:00,8,26,0
Refridgerator,3,5,0,outdoor,169,17-01-2018,05:00:00,06:00:00,8,24,1
Refridgerator,3,5,0,outdoor,213,17-01-2018,08:00:00,09:00:00,0,0,0
Refridgerator,3,5,0,outdoor,111,17-01-2018,10:00:00,11:00:00,1,25,1
Television,3,5,0,outdoor,234,09-01-2018,17:00:00,18:00:00,6,27,1
Television,3,5,0,outdoor,234,10-01-2018,12:00:00,13:00:00,9,29,1
Television,3,5,0,outdoor,263,10-01-2018,19:00:00,20:00:00,7,23,0
Television,3,5,0,outdoor,208,11-01-2018,01:00:00,02:00:00,5,11,1
Television,3,5,0,outdoor,254,11-01-2018,10:00:00,11:00:00,8,18,1
Television,3,5,0,outdoor,272,11-01-2018,14:00:00,15:00:00,8,4,0
Television,3,5,0,outdoor,207,11-01-2018,18:00:00,19:00:00,2,17,1
Television,3,5,0,outdoor,285,11-01-2018,23:00:00,00:00:00,8,20,0
Television,3,5,0,outdoor,267,12-01-2018,07:00:00,08:00:00,9,27,0
Television,3,5,0,outdoor,249,12-01-2018,18:00:00,19:00:00,6,26,0
Television,3,5,0,outdoor,219,12-01-2018,21:00:00,22:00:00,3,3,1
Television,3,5,0,outdoor,227,12-01-2018,22:00:00,23:00:00,1,7,1
Television,3,5,0,outdoor,281,12-01-2018,22:00:00,23:00:00,9,7,0
Television,3,5,0,outdoor,260,13-01-2018,01:00:00,02:00:00,8,2,0
Television,3,5,0,outdoor,251,13-01-2018,11:00:00,12:00:00,0,0,1
Television,3,5,0,outdoor,224,13-01-2018,18:00:00,19:00:00,0,0,1
Television,3,5,0,outdoor,266,13-01-2018,19:00:00,20:00:00,9,3,0
AC,3,6,601,indoor,1037,01-01-2018,05:00:00,06:00:00,0,0,1
AC,3,6,601,indoor,1369,02-01-2018,05:00:00,06:00:00,2,9,1
AC,3,6,601,indoor,1057,03-01-2018,23:00:00,00:00:00,2,5,1
Computer,3,6,601,indoor,340,28-01-2018,09:00:00,10:00:00,7,15,1
Computer,3,6,601,indoor,468,30-01-2018,04:00:00,05:00:00,10,25,0
Lights,3,6,601,indoor,1337,06-01-2018,03:00:00,04:00:00,4,30,1
Television,3,6,601,indoor,276,09-01-2018,09:00:00,10:00:00,0,0,0
AC,3,6,602,indoor,1688,03-01-2018,13:00:00,14:00:00,0,0,0
Computer,3,6,602,indoor,466,27-01-2018,06:00:00,07:00:00,9,15,0
Computer,3,6,602,indoor,482,27-01-2018,09:00:00,10:00:00,4,7,0
Computer,3,6,602,indoor,499,28-01-2018,20:00:00,21:00:00,5,29,0
Computer,3,6,602,indoor,429,29-01-2018,04:00:00,05:00:00,1,26,0
Computer,3,6,602,indoor,413,30-01-2018,21:00:00,22:00:00,1,8,0
Heater,3,6,602,indoor,2624,19-01-2018,09:00:00,10:00:00,3,15,0
Heater,3,6,602,indoor,2944,19-01-2018,10:00:00,11:00:00,3,4,0
Heater,3,6,602,indoor,2970,20-01-2018,19:00:00,20:00:00,2,13,0
Microwave,3,6,602,indoor,1235,23-01-2018,02:00:00,03:00:00,8,18,1
Refridgerator,3,6,602,indoor,235,17-01-2018,09:00:00,10:00:00,9,12,0
Refridgerator,3,6,602,indoor,188,18-01-2018,23:00:00,00:00:00,2,15,1
Computer,3,6,603,indoor,373,30-01-2018,19:00:00,20:00:00,4,12,1
Heater,3,6,603,indoor,2956,19-01-2018,13:00:00,14:00:00,9,26,0
Heater,3,6,603,indoor,2243,21-01-2018,23:00:00,00:00:00,0,0,1
Heater,3,6,603,indoor,1694,22-01-2018,09:00:00,10:00:00,3,11,1
Lights,3,6,603,indoor,1954,05-01-2018,05:00:00,06:00:00,9,21,0
Lights,3,6,603,indoor,1310,06-01-2018,10:00:00,11:00:00,9,26,1
Lights,3,6,603,indoor,1151,08-01-2018,00:00:00,01:00:00,8,30,1
Lights,3,6,603,indoor,1691,08-01-2018,03:00:00,04:00:00,6,13,0
Microwave,3,6,603,indoor,1215,24-01-2018,16:00:00,17:00:00,6,3,1
Microwave,3,6,603,indoor,1428,27-01-2018,15:00:00,16:00:00,0,0,0
Refridgerator,3,6,603,indoor,165,17-01-2018,06:00:00,07:00:00,8,28,1
Television,3,6,603,indoor,268,11-01-2018,11:00:00,12:00:00,1,12,0
Television,3,6,603,indoor,231,12-01-2018,04:00:00,05:00:00,1,29,1
Television,3,6,603,indoor,251,12-01-2018,20:00:00,21:00:00,4,10,1
Computer,3,6,604,indoor,351,28-01-2018,11:00:00,12:00:00,4,28,1
Heater,3,6,604,indoor,1693,19-01-2018,01:00:00,02:00:00,4,1,1
Heater,3,6,604,indoor,1557,19-01-2018,12:00:00,13:00:00,9,16,1
Microwave,3,6,604,indoor,1660,27-01-2018,02:00:00,03:00:00,6,24,0
Refridgerator,3,6,604,indoor,262,15-01-2018,12:00:00,13:00:00,1,4,0
Refridgerator,3,6,604,indoor,283,16-01-2018,07:00:00,08:00:00,7,5,0
Refridgerator,3,6,604,indoor,145,18-01-2018,00:00:00,01:00:00,0,0,1
Refridgerator,3,6,604,indoor,184,18-01-2018,03:00:00,04:00:00,0,0,1
Television,3,6,604,indoor,277,11-01-2018,06:00:00,07:00:00,8,6,0
Television,3,6,604,indoor,239,12-01-2018,11:00:00,12:00:00,9,22,0
AC,3,6,605,indoor,1524,02-01-2018,21:00:00,22:00:00,0,0,1
Computer,3,6,605,indoor,423,28-01-2018,08:00:00,09:00:00,3,29,0
Computer,3,6,605,indoor,333,28-01-2018,16:00:00,17:00:00,5,17,1
Computer,3,6,605,indoor,433,29-01-2018,04:00:00,05:00:00,7,12,0
Computer,3,6,605,indoor,484,31-01-2018,17:00:00,18:00:00,6,15,0
Heater,3,6,605,indoor,2744,22-01-2018,23:00:00,00:00:00,5,14,0
Lights,3,6,605,indoor,1350,09-01-2018,19:00:00,20:00:00,6,24,1
Refridgerator,3,6,605,indoor,246,14-01-2018,05:00:00,06:00:00,7,2,0
Refridgerator,3,6,605,indoor,118,14-01-2018,07:00:00,08:00:00,1,25,1
Refridgerator,3,6,605,indoor,244,15-01-2018,11:00:00,12:00:00,3,5,0
Television,3,6,605,indoor,253,12-01-2018,12:00:00,13:00:00,1,24,0
Television,3,6,605,indoor,278,12-01-2018,15:00:00,16:00:00,5,11,0
AC,3,6,606,indoor,1138,02-01-2018,05:00:00,06:00:00,6,28,1
AC,3,6,606,indoor,1341,02-01-2018,21:00:00,22:00:00,6,29,1
AC,3,6,606,indoor,1385,03-01-2018,19:00:00,20:00:00,1,4,1
AC,3,6,606,indoor,1957,04-01-2018,09:00:00,10:00:00,9,27,0
Computer,3,6,606,indoor,344,30-01-2018,10:00:00,11:00:00,0,0,1
Computer,3,6,606,indoor,371,31-01-2018,02:00:00,03:00:00,5,26,1
Heater,3,6,606,indoor,1579,22-01-2018,18:00:00,19:00:00,1,6,1
Lights,3,6,606,indoor,1169,09-01-2018,22:00:00,23:00:00,8,15,1
Refridgerator,3,6,606,indoor,196,14-01-2018,01:00:00,02:00:00,5,30,1
Television,3,6,606,indoor,269,10-01-2018,09:00:00,10:00:00,5,9,0
Television,3,6,606,indoor,257,11-01-2018,02:00:00,03:00:00,5,2,1
Television,3,6,606,indoor,259,11-01-2018,02:00:00,03:00:00,1,14,0
Television,3,6,606,indoor,234,11-01-2018,11:00:00,12:00:00,7,23,1
Television,3,6,606,indoor,283,12-01-2018,07:00:00,08:00:00,8,1,0
AC,3,6,607,indoor,1143,02-01-2018,20:00:00,21:00:00,5,3,1
Computer,3,6,607,indoor,409,29-01-2018,18:00:00,19:00:00,5,27,0
Heater,3,6,607,indoor,1733,18-01-2018,16:00:00,17:00:00,1,29,1
Heater,3,6,607,indoor,2450,22-01-2018,01:00:00,02:00:00,3,20,0
Television,3,6,607,indoor,243,10-01-2018,17:00:00,18:00:00,0,0,1
AC,3,6,0,outdoor,3454,01-01-2018,06:00:00,07:00:00,2,27,0
AC,3,6,0,outdoor,4969,02-01-2018,12:00:00,13:00:00,2,10,0
AC,3,6,0,outdoor,2157,02-01-2018,18:00:00,19:00:00,0,0,1
AC,3,6,0,outdoor,2751,03-01-2018,08:00:00,09:00:00,4,25,1
AC,3,6,0,outdoor,3783,03-01-2018,10:00:00,11:00:00,4,24,0
AC,3,6,0,outdoor,2110,03-01-2018,16:00:00,17:00:00,4,12,1
AC,3,6,0,outdoor,2518,03-01-2018,17:00:00,18:00:00,1,26,1
AC,3,6,0,outdoor,2832,04-01-2018,04:00:00,05:00:00,10,7,1
AC,3,6,0,outdoor,2105,04-01-2018,06:00:00,07:00:00,5,7,1
AC,3,6,0,outdoor,2659,04-01-2018,13:00:00,14:00:00,9,11,1
AC,3,6,0,outdoor,3416,04-01-2018,22:00:00,23:00:00,5,30,1
AC,3,6,0,outdoor,3230,05-01-2018,06:00:00,07:00:00,3,20,1
Computer,3,6,0,outdoor,398,28-01-2018,04:00:00,05:00:00,7,16,0
Computer,3,6,0,outdoor,345,28-01-2018,14:00:00,15:00:00,9,23,1
Computer,3,6,0,outdoor,496,28-01-2018,22:00:00,23:00:00,9,15,0
Computer,3,6,0,outdoor,381,30-01-2018,04:00:00,05:00:00,10,25,1
Computer,3,6,0,outdoor,329,30-01-2018,06:00:00,07:00:00,6,1,1
Computer,3,6,0,outdoor,338,30-01-2018,13:00:00,14:00:00,0,0,1
Computer,3,6,0,outdoor,344,30-01-2018,17:00:00,18:00:00,1,11,1
Computer,3,6,0,outdoor,492,30-01-2018,21:00:00,22:00:00,0,0,0
Computer,3,6,0,outdoor,470,31-01-2018,05:00:00,06:00:00,4,15,0
Heater,3,6,0,outdoor,2441,19-01-2018,06:00:00,07:00:00,4,22,0
Heater,3,6,0,outdoor,2773,19-01-2018,06:00:00,07:00:00,3,13,0
Heater,3,6,0,outdoor,2896,19-01-2018,23:00:00,00:00:00,0,0,0
Heater,3,6,0,outdoor,2869,20-01-2018,15:00:00,16:00:00,8,7,0
Heater,3,6,0,outdoor,1750,20-01-2018,18:00:00,19:00:00,5,4,1
Heater,3,6,0,outdoor,2551,21-01-2018,05:00:00,06:00:00,0,0,0
Heater,3,6,0,outdoor,2324,21-01-2018,12:00:00,13:00:00,10,18,0
Heater,3,6,0,outdoor,2551,21-01-2018,13:00:00,14:00:00,10,30,0
Heater,3,6,0,outdoor,1572,21-01-2018,21:00:00,22:00:00,1,29,1
Heater,3,6,0,outdoor,2949,22-01-2018,21:00:00,22:00:00,8,16,0
Heater,3,6,0,outdoor,1621,23-01-2018,17:00:00,18:00:00,5,16,1
Heater,3,6,0,outdoor,1699,23-01-2018,21:00:00,22:00:00,3,1,1
Lights,3,6,0,outdoor,4930,06-01-2018,08:00:00,09:00:00,3,27,0
Lights,3,6,0,outdoor,2061,06-01-2018,11:00:00,12:00:00,3,22,1
Lights,3,6,0,outdoor,4637,06-01-2018,19:00:00,20:00:00,5,2,0
Lights,3,6,0,outdoor,4550,06-01-2018,23:00:00,00:00:00,10,26,0
Lights,3,6,0,outdoor,3463,07-01-2018,04:00:00,05:00:00,7,26,1
Lights,3,6,0,outdoor,2466,07-01-2018,05:00:00,06:00:00,8,19,1
Lights,3,6,0,outdoor,3498,07-01-2018,09:00:00,10:00:00,2,12,0
Lights,3,6,0,outdoor,3766,07-01-2018,15:00:00,16:00:00,7,3,0
Lights,3,6,0,outdoor,4108,07-01-2018,21:00:00,22:00:00,7,6,0
Lights,3,6,0,outdoor,4904,07-01-2018,23:00:00,00:00:00,2,22,0
Lights,3,6,0,outdoor,4505,07-01-2018,23:00:00,00:00:00,5,4,0
Lights,3,6,0,outdoor,2831,08-01-2018,08:00:00,09:00:00,2,22,1
Lights,3,6,0,outdoor,3274,08-01-2018,14:00:00,15:00:00,4,28,1
Lights,3,6,0,outdoor,4078,09-01-2018,17:00:00,18:00:00,7,15,0
Microwave,3,6,0,outdoor,1828,23-01-2018,09:00:00,10:00:00,9,27,0
Microwave,3,6,0,outdoor,1367,23-01-2018,19:00:00,20:00:00,2,2,1
Microwave,3,6,0,outdoor,1795,24-01-2018,02:00:00,03:00:00,10,1,0
Microwave,3,6,0,outdoor,1381,24-01-2018,03:00:00,04:00:00,5,14,1
Microwave,3,6,0,outdoor,1273,24-01-2018,14:00:00,15:00:00,5,17,1
Microwave,3,6,0,outdoor,1500,25-01-2018,02:00:00,03:00:00,6,19,0
Microwave,3,6,0,outdoor,1856,25-01-2018,13:00:00,14:00:00,9,3,0
Microwave,3,6,0,outdoor,1620,25-01-2018,19:00:00,20:00:00,2,22,1
Microwave,3,6,0,outdoor,1237,26-01-2018,02:00:00,03:00:00,3,24,1
Microwave,3,6,0,outdoor,1865,26-01-2018,04:00:00,05:00:00,10,13,0
Microwave,3,6,0,outdoor,1036,26-01-2018,06:00:00,07:00:00,2,6,1
Microwave,3,6,0,outdoor,1548,26-01-2018,08:00:00,09:00:00,0,0,0
Microwave,3,6,0,outdoor,1793,26-01-2018,10:00:00,11:00:00,3,22,0
Microwave,3,6,0,outdoor,1983,26-01-2018,14:00:00,15:00:00,5,4,0
Microwave,3,6,0,outdoor,1256,27-01-2018,01:00:00,02:00:00,3,27,1
Microwave,3,6,0,outdoor,1186,27-01-2018,11:00:00,12:00:00,2,4,1
Microwave,3,6,0,outdoor,1497,27-01-2018,16:00:00,17:00:00,10,28,1
Refridgerator,3,6,0,outdoor,178,15-01-2018,22:00:00,23:00:00,1,20,1
Refridgerator,3,6,0,outdoor,180,16-01-2018,02:00:00,03:00:00,4,30,1
Refridgerator,3,6,0,outdoor,184,16-01-2018,06:00:00,07:00:00,7,11,1
Refridgerator,3,6,0,outdoor,124,16-01-2018,06:00:00,07:00:00,7,26,1
Refridgerator,3,6,0,outdoor,142,16-01-2018,07:00:00,08:00:00,5,29,1
Refridgerator,3,6,0,outdoor,256,16-01-2018,11:00:00,12:00:00,9,9,0
Refridgerator,3,6,0,outdoor,286,16-01-2018,14:00:00,15:00:00,1,19,0
Refridgerator,3,6,0,outdoor,153,16-01-2018,22:00:00,23:00:00,5,15,1
Refridgerator,3,6,0,outdoor,199,17-01-2018,00:00:00,01:00:00,10,7,0
Refridgerator,3,6,0,outdoor,193,17-01-2018,03:00:00,04:00:00,9,26,1
Refridgerator,3,6,0,outdoor,175,17-01-2018,04:00:00,05:00:00,1,16,0
Refridgerator,3,6,0,outdoor,299,17-01-2018,06:00:00,07:00:00,7,12,0
Refridgerator,3,6,0,outdoor,203,17-01-2018,10:00:00,11:00:00,9,1,1
Refridgerator,3,6,0,outdoor,172,17-01-2018,17:00:00,18:00:00,2,15,1
Refridgerator,3,6,0,outdoor,130,17-01-2018,18:00:00,19:00:00,4,22,1
Refridgerator,3,6,0,outdoor,251,18-01-2018,08:00:00,09:00:00,2,28,0
Refridgerator,3,6,0,outdoor,165,18-01-2018,10:00:00,11:00:00,8,9,1
Television,3,6,0,outdoor,219,10-01-2018,12:00:00,13:00:00,4,30,1
Television,3,6,0,outdoor,242,10-01-2018,21:00:00,22:00:00,8,7,1
Television,3,6,0,outdoor,292,11-01-2018,14:00:00,15:00:00,1,24,0
Television,3,6,0,outdoor,232,11-01-2018,19:00:00,20:00:00,9,7,1
Television,3,6,0,outdoor,270,12-01-2018,18:00:00,19:00:00,4,15,0
Television,3,6,0,outdoor,239,13-01-2018,09:00:00,10:00:00,10,7,1
AC,3,7,701,indoor,1216,01-01-2018,21:00:00,22:00:00,10,18,1
AC,3,7,701,indoor,1255,03-01-2018,01:00:00,02:00:00,1,26,1
AC,3,7,701,indoor,1926,04-01-2018,17:00:00,18:00:00,9,2,0
Computer,3,7,701,indoor,427,27-01-2018,03:00:00,04:00:00,10,2,0
Computer,3,7,701,indoor,341,27-01-2018,10:00:00,11:00:00,9,20,1
Heater,3,7,701,indoor,2604,20-01-2018,10:00:00,11:00:00,8,9,0
Heater,3,7,701,indoor,1828,20-01-2018,20:00:00,21:00:00,7,17,1
Heater,3,7,701,indoor,2104,21-01-2018,04:00:00,05:00:00,6,16,1
Heater,3,7,701,indoor,2349,22-01-2018,08:00:00,09:00:00,7,19,0
Lights,3,7,701,indoor,1528,09-01-2018,12:00:00,13:00:00,2,1,1
Microwave,3,7,701,indoor,1431,24-01-2018,11:00:00,12:00:00,7,4,1
Microwave,3,7,701,indoor,1954,25-01-2018,05:00:00,06:00:00,5,26,0
Microwave,3,7,701,indoor,1056,27-01-2018,18:00:00,19:00:00,7,17,1
Refridgerator,3,7,701,indoor,166,17-01-2018,13:00:00,14:00:00,2,20,1
Television,3,7,701,indoor,202,10-01-2018,08:00:00,09:00:00,4,9,1
Television,3,7,701,indoor,241,10-01-2018,12:00:00,13:00:00,2,26,1
Computer,3,7,702,indoor,432,30-01-2018,13:00:00,14:00:00,8,27,0
Computer,3,7,702,indoor,342,31-01-2018,21:00:00,22:00:00,8,3,1
Lights,3,7,702,indoor,1066,05-01-2018,15:00:00,16:00:00,7,6,1
Lights,3,7,702,indoor,1090,08-01-2018,00:00:00,01:00:00,4,25,1
Lights,3,7,702,indoor,1243,08-01-2018,20:00:00,21:00:00,1,27,1
Microwave,3,7,702,indoor,1183,23-01-2018,21:00:00,22:00:00,10,1,1
Television,3,7,702,indoor,214,13-01-2018,01:00:00,02:00:00,10,2,1
Television,3,7,702,indoor,242,13-01-2018,17:00:00,18:00:00,10,9,1
AC,3,7,703,indoor,1640,02-01-2018,11:00:00,12:00:00,5,27,0
Computer,3,7,703,indoor,420,28-01-2018,13:00:00,14:00:00,7,18,1
Computer,3,7,703,indoor,322,29-01-2018,19:00:00,20:00:00,5,15,1
Heater,3,7,703,indoor,1679,20-01-2018,16:00:00,17:00:00,4,30,1
Heater,3,7,703,indoor,1940,20-01-2018,17:00:00,18:00:00,4,13,1
Heater,3,7,703,indoor,2545,20-01-2018,21:00:00,22:00:00,2,17,0
Heater,3,7,703,indoor,2641,22-01-2018,08:00:00,09:00:00,10,10,0
Lights,3,7,703,indoor,1700,08-01-2018,19:00:00,20:00:00,10,23,0
Lights,3,7,703,indoor,1587,09-01-2018,04:00:00,05:00:00,7,26,0
Microwave,3,7,703,indoor,1084,23-01-2018,09:00:00,10:00:00,3,15,1
Refridgerator,3,7,703,indoor,192,15-01-2018,11:00:00,12:00:00,6,22,1
Refridgerator,3,7,703,indoor,186,17-01-2018,12:00:00,13:00:00,10,6,1
Television,3,7,703,indoor,282,09-01-2018,23:00:00,00:00:00,10,18,0
Television,3,7,703,indoor,206,12-01-2018,16:00:00,17:00:00,2,19,1
AC,3,7,704,indoor,1966,02-01-2018,02:00:00,03:00:00,4,15,0
AC,3,7,704,indoor,1780,03-01-2018,15:00:00,16:00:00,0,0,0
AC,3,7,704,indoor,1739,04-01-2018,15:00:00,16:00:00,7,26,0
Computer,3,7,704,indoor,428,28-01-2018,01:00:00,02:00:00,3,6,0
Computer,3,7,704,indoor,346,29-01-2018,05:00:00,06:00:00,1,9,1
Computer,3,7,704,indoor,490,29-01-2018,08:00:00,09:00:00,3,23,0
Computer,3,7,704,indoor,435,31-01-2018,11:00:00,12:00:00,8,25,0
Lights,3,7,704,indoor,1136,07-01-2018,07:00:00,08:00:00,10,4,1
Microwave,3,7,704,indoor,1194,24-01-2018,04:00:00,05:00:00,1,25,1
Microwave,3,7,704,indoor,1324,24-01-2018,06:00:00,07:00:00,1,4,1
Television,3,7,704,indoor,259,10-01-2018,05:00:00,06:00:00,1,15,0
Television,3,7,704,indoor,206,11-01-2018,05:00:00,06:00:00,8,18,1
AC,3,7,705,indoor,1170,01-01-2018,06:00:00,07:00:00,3,1,1
AC,3,7,705,indoor,1018,03-01-2018,15:00:00,16:00:00,9,27,1
Computer,3,7,705,indoor,389,29-01-2018,10:00:00,11:00:00,6,23,1
Computer,3,7,705,indoor,424,31-01-2018,11:00:00,12:00:00,10,1,0
Heater,3,7,705,indoor,2334,18-01-2018,11:00:00,12:00:00,6,13,0
Heater,3,7,705,indoor,2939,19-01-2018,20:00:00,21:00:00,6,28,0
Heater,3,7,705,indoor,2002,20-01-2018,18:00:00,19:00:00,6,2,1
Heater,3,7,705,indoor,2468,21-01-2018,02:00:00,03:00:00,5,20,0
Heater,3,7,705,indoor,2404,21-01-2018,04:00:00,05:00:00,9,16,0
Lights,3,7,705,indoor,1922,05-01-2018,03:00:00,04:00:00,3,1,0
Lights,3,7,705,indoor,1835,06-01-2018,18:00:00,19:00:00,1,1,0
Lights,3,7,705,indoor,1618,08-01-2018,14:00:00,15:00:00,4,21,0
Lights,3,7,705,indoor,1492,08-01-2018,17:00:00,18:00:00,2,16,0
Microwave,3,7,705,indoor,1714,23-01-2018,06:00:00,07:00:00,9,24,0
Microwave,3,7,705,indoor,1666,24-01-2018,08:00:00,09:00:00,4,17,0
Microwave,3,7,705,indoor,1838,26-01-2018,08:00:00,09:00:00,5,15,0
Microwave,3,7,705,indoor,1592,27-01-2018,20:00:00,21:00:00,8,3,0
Refridgerator,3,7,705,indoor,232,16-01-2018,07:00:00,08:00:00,8,18,0
Television,3,7,705,indoor,248,11-01-2018,12:00:00,13:00:00,2,8,0
Television,3,7,705,indoor,256,13-01-2018,14:00:00,15:00:00,3,3,0
AC,3,7,706,indoor,1328,02-01-2018,23:00:00,00:00:00,8,3,1
Computer,3,7,706,indoor,397,31-01-2018,00:00:00,01:00:00,3,18,1
Heater,3,7,706,indoor,2813,20-01-2018,06:00:00,07:00:00,8,11,0
Lights,3,7,706,indoor,1317,08-01-2018,05:00:00,06:00:00,4,10,1
Microwave,3,7,706,indoor,1342,24-01-2018,16:00:00,17:00:00,3,16,1
Microwave,3,7,706,indoor,1430,27-01-2018,03:00:00,04:00:00,8,29,1
Refridgerator,3,7,706,indoor,202,14-01-2018,09:00:00,10:00:00,2,28,1
Refridgerator,3,7,706,indoor,216,17-01-2018,03:00:00,04:00:00,2,19,0
Refridgerator,3,7,706,indoor,116,18-01-2018,07:00:00,08:00:00,3,27,1
Television,3,7,706,indoor,243,12-01-2018,22:00:00,23:00:00,6,22,0
Computer,3,7,707,indoor,341,31-01-2018,20:00:00,21:00:00,3,24,1
Heater,3,7,707,indoor,2884,19-01-2018,23:00:00,00:00:00,10,9,0
Heater,3,7,707,indoor,2769,20-01-2018,01:00:00,02:00:00,5,25,0
Heater,3,7,707,indoor,1736,20-01-2018,23:00:00,00:00:00,7,16,1
Heater,3,7,707,indoor,1689,22-01-2018,02:00:00,03:00:00,10,26,1
Heater,3,7,707,indoor,1603,22-01-2018,06:00:00,07:00:00,1,17,1
Lights,3,7,707,indoor,1868,08-01-2018,12:00:00,13:00:00,1,25,0
Microwave,3,7,707,indoor,1090,24-01-2018,17:00:00,18:00:00,5,6,1
Microwave,3,7,707,indoor,1304,26-01-2018,14:00:00,15:00:00,9,29,1
Microwave,3,7,707,indoor,1792,26-01-2018,16:00:00,17:00:00,6,26,0
Microwave,3,7,707,indoor,1592,26-01-2018,20:00:00,21:00:00,8,29,0
Refridgerator,3,7,707,indoor,206,15-01-2018,20:00:00,21:00:00,7,19,0
Television,3,7,707,indoor,232,11-01-2018,01:00:00,02:00:00,0,0,1
Television,3,7,707,indoor,252,11-01-2018,04:00:00,05:00:00,6,19,1
Television,3,7,707,indoor,299,13-01-2018,20:00:00,21:00:00,1,8,0
Television,3,7,707,indoor,208,14-01-2018,13:00:00,14:00:00,7,10,1
AC,3,7,0,outdoor,4151,01-01-2018,01:00:00,02:00:00,4,5,0
AC,3,7,0,outdoor,2829,01-01-2018,07:00:00,08:00:00,8,5,1
AC,3,7,0,outdoor,3846,02-01-2018,20:00:00,21:00:00,0,0,0
AC,3,7,0,outdoor,3418,03-01-2018,01:00:00,02:00:00,5,29,1
AC,3,7,0,outdoor,3892,03-01-2018,15:00:00,16:00:00,9,10,0
AC,3,7,0,outdoor,2800,03-01-2018,17:00:00,18:00:00,6,6,1
AC,3,7,0,outdoor,3979,04-01-2018,00:00:00,01:00:00,7,7,0
AC,3,7,0,outdoor,4990,04-01-2018,03:00:00,04:00:00,9,2,0
AC,3,7,0,outdoor,3181,05-01-2018,16:00:00,17:00:00,1,28,1
Computer,3,7,0,outdoor,332,28-01-2018,08:00:00,09:00:00,7,7,1
Computer,3,7,0,outdoor,314,28-01-2018,10:00:00,11:00:00,7,25,1
Computer,3,7,0,outdoor,493,29-01-2018,07:00:00,08:00:00,5,20,0
Computer,3,7,0,outdoor,306,29-01-2018,10:00:00,11:00:00,7,10,1
Computer,3,7,0,outdoor,373,29-01-2018,11:00:00,12:00:00,3,2,1
Computer,3,7,0,outdoor,368,29-01-2018,17:00:00,18:00:00,5,18,1
Computer,3,7,0,outdoor,346,30-01-2018,11:00:00,12:00:00,2,4,1
Computer,3,7,0,outdoor,480,30-01-2018,19:00:00,20:00:00,0,0,0
Heater,3,7,0,outdoor,2962,18-01-2018,08:00:00,09:00:00,1,3,0
Heater,3,7,0,outdoor,2157,19-01-2018,05:00:00,06:00:00,4,24,1
Heater,3,7,0,outdoor,1601,19-01-2018,10:00:00,11:00:00,10,15,1
Heater,3,7,0,outdoor,1984,20-01-2018,04:00:00,05:00:00,0,0,1
Heater,3,7,0,outdoor,2000,20-01-2018,08:00:00,09:00:00,7,26,1
Heater,3,7,0,outdoor,2237,20-01-2018,18:00:00,19:00:00,1,4,0
Heater,3,7,0,outdoor,2065,21-01-2018,06:00:00,07:00:00,8,13,1
Heater,3,7,0,outdoor,2105,21-01-2018,14:00:00,15:00:00,7,15,1
Heater,3,7,0,outdoor,2880,22-01-2018,06:00:00,07:00:00,7,17,0
Heater,3,7,0,outdoor,2524,22-01-2018,07:00:00,08:00:00,2,9,0
Heater,3,7,0,outdoor,2289,22-01-2018,09:00:00,10:00:00,5,17,1
Heater,3,7,0,outdoor,2501,22-01-2018,10:00:00,11:00:00,9,26,0
Heater,3,7,0,outdoor,1831,22-01-2018,10:00:00,11:00:00,6,4,1
Heater,3,7,0,outdoor,1642,22-01-2018,18:00:00,19:00:00,7,11,1
Lights,3,7,0,outdoor,3603,05-01-2018,11:00:00,12:00:00,6,22,0
Lights,3,7,0,outdoor,2943,06-01-2018,03:00:00,04:00:00,8,5,1
Lights,3,7,0,outdoor,4079,06-01-2018,04:00:00,05:00:00,5,29,0
Lights,3,7,0,outdoor,2658,06-01-2018,05:00:00,06:00:00,8,17,1
Lights,3,7,0,outdoor,2064,07-01-2018,02:00:00,03:00:00,10,30,1
Lights,3,7,0,outdoor,4958,07-01-2018,06:00:00,07:00:00,10,15,0
Lights,3,7,0,outdoor,2883,07-01-2018,08:00:00,09:00:00,3,25,1
Lights,3,7,0,outdoor,3673,07-01-2018,10:00:00,11:00:00,0,0,0
Lights,3,7,0,outdoor,4286,07-01-2018,13:00:00,14:00:00,0,0,0
Lights,3,7,0,outdoor,4472,08-01-2018,12:00:00,13:00:00,4,25,0
Lights,3,7,0,outdoor,2632,08-01-2018,23:00:00,00:00:00,8,15,1
