device,building,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
AC,8,804,very hot,2018-01-02,10:00:00,11:00:00,morning,2,58,1170,1
AC,8,804,very hot,2018-01-02,10:00:00,11:00:00,morning,10,9,1705,0
AC,8,804,very hot,2018-01-02,11:00:00,12:00:00,morning,5,40,1471,1
AC,8,804,very hot,2018-01-02,13:00:00,14:00:00,afternoon,6,37,1691,0
AC,8,804,very hot,2018-01-02,15:00:00,16:00:00,afternoon,15,3,1085,1
AC,8,804,very hot,2018-01-02,16:00:00,17:00:00,evening,12,3,1386,1
AC,8,804,very hot,2018-01-02,16:00:00,17:00:00,evening,12,28,1367,1
AC,8,804,very hot,2018-01-02,17:00:00,18:00:00,evening,3,33,1459,0
AC,8,804,very hot,2018-01-02,22:00:00,23:00:00,night,0,0,1114,1
AC,8,804,very hot,2018-01-02,22:00:00,23:00:00,night,13,15,1148,1
AC,8,804,very hot,2018-01-02,23:00:00,00:00:00,midnight,7,25,1254,1
AC,8,804,very hot,2018-01-02,23:00:00,00:00:00,midnight,13,19,1345,0
AC,8,804,very hot,2018-01-03,03:00:00,04:00:00,midnight,0,0,1480,1
AC,8,804,very hot,2018-01-03,04:00:00,05:00:00,early morning,4,1,1192,1
AC,8,804,very hot,2018-01-03,04:00:00,05:00:00,early morning,4,59,1208,1
AC,8,804,very hot,2018-01-03,05:00:00,06:00:00,early morning,6,43,1263,1
AC,8,804,very hot,2018-01-03,06:00:00,07:00:00,early morning,10,48,1290,1
AC,8,804,very hot,2018-01-03,08:00:00,09:00:00,morning,1,39,1325,1
AC,8,804,very hot,2018-01-03,09:00:00,10:00:00,morning,2,7,1188,1
AC,8,804,very hot,2018-01-03,11:00:00,12:00:00,morning,1,20,1811,0
AC,8,804,very hot,2018-01-03,12:00:00,13:00:00,afternoon,15,1,1736,0
AC,8,804,very hot,2018-01-03,13:00:00,14:00:00,afternoon,7,4,1206,1
AC,8,804,very hot,2018-01-03,16:00:00,17:00:00,evening,1,39,1793,0
AC,8,804,very hot,2018-01-03,19:00:00,20:00:00,night,5,8,1788,0
AC,8,804,very hot,2018-01-03,20:00:00,21:00:00,night,11,48,1087,1
AC,8,804,very hot,2018-01-03,20:00:00,21:00:00,night,7,37,1981,0
AC,8,804,very hot,2018-01-04,03:00:00,04:00:00,midnight,6,12,1343,1
AC,8,804,very hot,2018-01-04,04:00:00,05:00:00,early morning,0,0,1318,1
AC,8,804,very hot,2018-01-04,04:00:00,05:00:00,early morning,0,0,1164,1
AC,8,804,very hot,2018-01-04,06:00:00,07:00:00,early morning,8,12,1627,0
AC,8,804,very hot,2018-01-04,08:00:00,09:00:00,morning,9,28,1711,0
AC,8,804,very hot,2018-01-04,09:00:00,10:00:00,morning,1,58,1903,0
AC,8,804,very hot,2018-01-04,10:00:00,11:00:00,morning,8,23,1308,1
AC,8,804,very hot,2018-01-04,12:00:00,13:00:00,afternoon,10,42,1553,1
AC,8,804,very hot,2018-01-04,17:00:00,18:00:00,evening,15,19,1106,1
AC,8,804,very hot,2018-01-04,19:00:00,20:00:00,night,12,42,1258,1
AC,8,804,very hot,2018-01-04,19:00:00,20:00:00,night,11,47,1010,1
AC,8,804,very hot,2018-01-04,20:00:00,21:00:00,night,0,0,1689,0
AC,8,804,very hot,2018-01-05,04:00:00,05:00:00,early morning,11,37,1924,0
AC,8,804,very hot,2018-01-05,05:00:00,06:00:00,early morning,12,21,1662,0
AC,8,804,very hot,2018-01-05,05:00:00,06:00:00,early morning,6,5,1276,1
AC,8,804,very hot,2018-01-05,06:00:00,07:00:00,early morning,9,37,1844,0
AC,8,804,very hot,2018-01-05,16:00:00,17:00:00,evening,6,13,1492,1
AC,8,804,very hot,2018-01-05,17:00:00,18:00:00,evening,9,18,1201,1
Microwave,8,804,very hot,2018-01-23,02:00:00,03:00:00,midnight,2,58,1990,0
Microwave,8,804,very hot,2018-01-23,03:00:00,04:00:00,midnight,7,43,1473,1
Microwave,8,804,very hot,2018-01-23,03:00:00,04:00:00,midnight,13,38,1089,1
Microwave,8,804,very hot,2018-01-23,05:00:00,06:00:00,early morning,5,1,1495,0
Microwave,8,804,very hot,2018-01-23,06:00:00,07:00:00,early morning,0,0,1772,0
Microwave,8,804,very hot,2018-01-23,07:00:00,08:00:00,morning,4,51,1364,1
Microwave,8,804,very hot,2018-01-23,09:00:00,10:00:00,morning,11,21,1909,0
Microwave,8,804,very hot,2018-01-23,10:00:00,11:00:00,morning,2,5,1405,1
Microwave,8,804,very hot,2018-01-23,11:00:00,12:00:00,morning,0,0,1065,1
Microwave,8,804,very hot,2018-01-23,12:00:00,13:00:00,afternoon,12,39,1980,0
Microwave,8,804,very hot,2018-01-23,13:00:00,14:00:00,afternoon,13,36,1371,1
Microwave,8,804,very hot,2018-01-23,15:00:00,16:00:00,afternoon,6,27,1134,1
Microwave,8,804,very hot,2018-01-23,17:00:00,18:00:00,evening,3,3,1252,1
Microwave,8,804,very hot,2018-01-23,19:00:00,20:00:00,night,3,2,1672,0
Microwave,8,804,very hot,2018-01-23,21:00:00,22:00:00,night,6,13,1997,0
Microwave,8,804,very hot,2018-01-23,21:00:00,22:00:00,night,13,42,1305,1
Microwave,8,804,very hot,2018-01-23,23:00:00,00:00:00,midnight,4,41,1016,1
Microwave,8,804,very hot,2018-01-24,03:00:00,04:00:00,midnight,7,45,1519,0
Microwave,8,804,very hot,2018-01-24,04:00:00,05:00:00,early morning,14,14,1991,0
Microwave,8,804,very hot,2018-01-24,06:00:00,07:00:00,early morning,7,51,1010,1
Microwave,8,804,very hot,2018-01-24,07:00:00,08:00:00,morning,11,40,1457,1
Microwave,8,804,very hot,2018-01-24,08:00:00,09:00:00,morning,9,40,1344,1
Microwave,8,804,very hot,2018-01-24,10:00:00,11:00:00,morning,13,26,1419,1
Microwave,8,804,very hot,2018-01-24,11:00:00,12:00:00,morning,15,49,1867,0
Microwave,8,804,very hot,2018-01-24,11:00:00,12:00:00,morning,8,26,1556,1
Microwave,8,804,very hot,2018-01-24,12:00:00,13:00:00,afternoon,13,33,1857,0
Microwave,8,804,very hot,2018-01-24,13:00:00,14:00:00,afternoon,7,32,1563,1
Microwave,8,804,very hot,2018-01-24,16:00:00,17:00:00,evening,15,19,1668,0
Microwave,8,804,very hot,2018-01-24,17:00:00,18:00:00,evening,14,47,1088,1
Microwave,8,804,very hot,2018-01-24,17:00:00,18:00:00,evening,9,45,1369,1
Microwave,8,804,very hot,2018-01-24,20:00:00,21:00:00,night,7,2,1314,1
Microwave,8,804,very hot,2018-01-24,21:00:00,22:00:00,night,0,0,1425,1
Microwave,8,804,very hot,2018-01-24,23:00:00,00:00:00,midnight,2,37,1613,0
Microwave,8,804,very hot,2018-01-25,01:00:00,02:00:00,midnight,4,4,1416,1
Microwave,8,804,very hot,2018-01-25,01:00:00,02:00:00,midnight,3,36,1108,1
Microwave,8,804,very hot,2018-01-25,05:00:00,06:00:00,early morning,13,33,1192,1
Microwave,8,804,very hot,2018-01-25,05:00:00,06:00:00,early morning,15,31,1081,1
Microwave,8,804,very hot,2018-01-25,08:00:00,09:00:00,morning,0,0,1294,1
Microwave,8,804,very hot,2018-01-25,08:00:00,09:00:00,morning,4,36,1837,0
Microwave,8,804,very hot,2018-01-25,10:00:00,11:00:00,morning,1,55,1056,1
Microwave,8,804,very hot,2018-01-25,11:00:00,12:00:00,morning,3,15,1878,0
Microwave,8,804,very hot,2018-01-25,14:00:00,15:00:00,afternoon,5,55,1737,0
Microwave,8,804,very hot,2018-01-25,17:00:00,18:00:00,evening,5,31,1631,0
Microwave,8,804,very hot,2018-01-25,18:00:00,19:00:00,evening,7,51,1761,0
Microwave,8,804,very hot,2018-01-25,18:00:00,19:00:00,evening,11,54,1390,1
Microwave,8,804,very hot,2018-01-25,19:00:00,20:00:00,night,13,15,1093,1
Microwave,8,804,very hot,2018-01-25,20:00:00,21:00:00,night,0,0,1792,0
Microwave,8,804,very hot,2018-01-25,22:00:00,23:00:00,night,8,29,1612,0
Microwave,8,804,very hot,2018-01-26,00:00:00,01:00:00,midnight,15,57,1854,0
Microwave,8,804,very hot,2018-01-26,02:00:00,03:00:00,midnight,11,4,1573,0
Microwave,8,804,very hot,2018-01-26,02:00:00,03:00:00,midnight,3,49,1105,1
Microwave,8,804,very hot,2018-01-26,02:00:00,03:00:00,midnight,12,30,1331,1
Microwave,8,804,very hot,2018-01-26,03:00:00,04:00:00,midnight,15,13,1011,1
Microwave,8,804,very hot,2018-01-26,03:00:00,04:00:00,midnight,13,36,1273,1
Microwave,8,804,very hot,2018-01-26,04:00:00,05:00:00,early morning,9,47,1015,1
Microwave,8,804,very hot,2018-01-26,10:00:00,11:00:00,morning,12,47,1561,0
Microwave,8,804,very hot,2018-01-26,11:00:00,12:00:00,morning,7,58,1170,1
Microwave,8,804,very hot,2018-01-26,13:00:00,14:00:00,afternoon,2,37,1983,0
Microwave,8,804,very hot,2018-01-26,16:00:00,17:00:00,evening,10,20,1668,0
Microwave,8,804,very hot,2018-01-26,17:00:00,18:00:00,evening,14,44,1356,1
Microwave,8,804,very hot,2018-01-26,22:00:00,23:00:00,night,11,11,1655,0
Microwave,8,804,very hot,2018-01-27,00:00:00,01:00:00,midnight,15,14,1929,0
Microwave,8,804,very hot,2018-01-27,03:00:00,04:00:00,midnight,7,5,1927,0
Microwave,8,804,very hot,2018-01-27,06:00:00,07:00:00,early morning,3,8,1612,0
Microwave,8,804,very hot,2018-01-27,07:00:00,08:00:00,morning,11,11,1518,0
Microwave,8,804,very hot,2018-01-27,08:00:00,09:00:00,morning,4,21,1288,1
Microwave,8,804,very hot,2018-01-27,09:00:00,10:00:00,morning,0,0,1591,1
Microwave,8,804,very hot,2018-01-27,18:00:00,19:00:00,evening,14,2,1616,0
Microwave,8,804,very hot,2018-01-27,21:00:00,22:00:00,night,3,53,1968,0
Lights,8,805,very hot,2018-01-05,04:00:00,05:00:00,early morning,0,0,1594,0
Lights,8,805,very hot,2018-01-05,05:00:00,06:00:00,early morning,10,36,1763,0
Lights,8,805,very hot,2018-01-05,06:00:00,07:00:00,early morning,2,51,1170,1
Lights,8,805,very hot,2018-01-05,07:00:00,08:00:00,morning,12,24,1328,1
Lights,8,805,very hot,2018-01-05,08:00:00,09:00:00,morning,3,41,1200,1
Lights,8,805,very hot,2018-01-05,09:00:00,10:00:00,morning,5,35,1020,1
Lights,8,805,very hot,2018-01-05,09:00:00,10:00:00,morning,2,29,1394,1
Lights,8,805,very hot,2018-01-05,11:00:00,12:00:00,morning,7,57,1104,1
Lights,8,805,very hot,2018-01-05,18:00:00,19:00:00,evening,14,10,1774,0
Lights,8,805,very hot,2018-01-06,00:00:00,01:00:00,midnight,10,6,1499,0
Lights,8,805,very hot,2018-01-06,01:00:00,02:00:00,midnight,7,20,1351,1
Lights,8,805,very hot,2018-01-06,01:00:00,02:00:00,midnight,3,31,1094,1
Lights,8,805,very hot,2018-01-06,04:00:00,05:00:00,early morning,9,4,1707,0
Lights,8,805,very hot,2018-01-06,11:00:00,12:00:00,morning,8,54,1640,0
Lights,8,805,very hot,2018-01-06,14:00:00,15:00:00,afternoon,0,0,1789,0
Lights,8,805,very hot,2018-01-06,14:00:00,15:00:00,afternoon,9,5,1585,0
Lights,8,805,very hot,2018-01-06,15:00:00,16:00:00,afternoon,7,40,1762,0
Lights,8,805,very hot,2018-01-06,17:00:00,18:00:00,evening,0,0,1490,1
Lights,8,805,very hot,2018-01-06,17:00:00,18:00:00,evening,4,26,1877,0
Lights,8,805,very hot,2018-01-06,18:00:00,19:00:00,evening,12,3,1794,0
Lights,8,805,very hot,2018-01-06,18:00:00,19:00:00,evening,0,0,1650,1
Lights,8,805,very hot,2018-01-06,21:00:00,22:00:00,night,9,17,1383,0
Lights,8,805,very hot,2018-01-06,21:00:00,22:00:00,night,2,55,1425,0
Lights,8,805,very hot,2018-01-06,23:00:00,00:00:00,midnight,15,20,1258,1
Lights,8,805,very hot,2018-01-07,01:00:00,02:00:00,midnight,13,3,1800,0
Lights,8,805,very hot,2018-01-07,01:00:00,02:00:00,midnight,14,14,1747,0
Lights,8,805,very hot,2018-01-07,03:00:00,04:00:00,midnight,9,36,1269,1
Lights,8,805,very hot,2018-01-07,04:00:00,05:00:00,early morning,1,56,1462,1
Lights,8,805,very hot,2018-01-07,04:00:00,05:00:00,early morning,15,36,1452,1
Lights,8,805,very hot,2018-01-07,06:00:00,07:00:00,early morning,11,28,1845,0
Lights,8,805,very hot,2018-01-07,08:00:00,09:00:00,morning,3,26,1841,0
Lights,8,805,very hot,2018-01-07,09:00:00,10:00:00,morning,5,54,1691,0
Lights,8,805,very hot,2018-01-07,10:00:00,11:00:00,morning,1,49,1900,0
Lights,8,805,very hot,2018-01-07,16:00:00,17:00:00,evening,6,7,1468,1
Lights,8,805,very hot,2018-01-07,20:00:00,21:00:00,night,12,1,1538,1
Lights,8,805,very hot,2018-01-07,21:00:00,22:00:00,night,0,0,1692,0
Lights,8,805,very hot,2018-01-07,23:00:00,00:00:00,midnight,12,23,1153,1
Lights,8,805,very hot,2018-01-08,00:00:00,01:00:00,midnight,9,7,1234,1
Lights,8,805,very hot,2018-01-08,03:00:00,04:00:00,midnight,7,53,1845,0
Lights,8,805,very hot,2018-01-08,06:00:00,07:00:00,early morning,10,5,1041,1
Lights,8,805,very hot,2018-01-08,07:00:00,08:00:00,morning,0,0,1507,1
Lights,8,805,very hot,2018-01-08,07:00:00,08:00:00,morning,4,26,1568,0
Lights,8,805,very hot,2018-01-08,08:00:00,09:00:00,morning,0,0,1674,0
Lights,8,805,very hot,2018-01-08,09:00:00,10:00:00,morning,8,40,1841,0
Lights,8,805,very hot,2018-01-08,09:00:00,10:00:00,morning,14,6,1410,0
Lights,8,805,very hot,2018-01-08,09:00:00,10:00:00,morning,3,2,1364,1
Lights,8,805,very hot,2018-01-08,11:00:00,12:00:00,morning,1,47,1798,0
Lights,8,805,very hot,2018-01-08,13:00:00,14:00:00,afternoon,0,0,1091,1
Lights,8,805,very hot,2018-01-08,14:00:00,15:00:00,afternoon,2,27,1344,1
Lights,8,805,very hot,2018-01-08,14:00:00,15:00:00,afternoon,2,51,1193,1
Lights,8,805,very hot,2018-01-08,16:00:00,17:00:00,evening,12,59,1229,1
Lights,8,805,very hot,2018-01-08,17:00:00,18:00:00,evening,9,25,1888,0
Lights,8,805,very hot,2018-01-08,20:00:00,21:00:00,night,2,12,1690,0
Lights,8,805,very hot,2018-01-08,20:00:00,21:00:00,night,12,48,1559,1
Lights,8,805,very hot,2018-01-08,22:00:00,23:00:00,night,7,13,1508,1
Lights,8,805,very hot,2018-01-08,23:00:00,00:00:00,midnight,12,36,1525,0
Lights,8,805,very hot,2018-01-09,01:00:00,02:00:00,midnight,7,38,1015,1
Lights,8,805,very hot,2018-01-09,02:00:00,03:00:00,midnight,6,51,1663,0
Lights,8,805,very hot,2018-01-09,05:00:00,06:00:00,early morning,11,44,1739,0
Lights,8,805,very hot,2018-01-09,06:00:00,07:00:00,early morning,7,48,1546,0
Lights,8,805,very hot,2018-01-09,10:00:00,11:00:00,morning,5,40,1839,0
Lights,8,805,very hot,2018-01-09,13:00:00,14:00:00,afternoon,0,0,1640,0
Lights,8,805,very hot,2018-01-09,15:00:00,16:00:00,afternoon,7,32,1320,1
Lights,8,805,very hot,2018-01-09,16:00:00,17:00:00,evening,15,6,1612,0
Lights,8,805,very hot,2018-01-09,16:00:00,17:00:00,evening,10,38,1774,0
Lights,8,805,very hot,2018-01-09,19:00:00,20:00:00,night,14,56,1320,1
Lights,8,805,very hot,2018-01-09,20:00:00,21:00:00,night,8,36,1401,1
Refridgerator,8,805,very hot,2018-01-14,04:00:00,05:00:00,early morning,11,2,101,1
Refridgerator,8,805,very hot,2018-01-14,06:00:00,07:00:00,early morning,8,21,182,1
Refridgerator,8,805,very hot,2018-01-14,06:00:00,07:00:00,early morning,4,33,105,1
Refridgerator,8,805,very hot,2018-01-14,07:00:00,08:00:00,morning,1,6,183,1
Refridgerator,8,805,very hot,2018-01-14,09:00:00,10:00:00,morning,15,26,168,1
Refridgerator,8,805,very hot,2018-01-14,11:00:00,12:00:00,morning,2,37,217,0
Refridgerator,8,805,very hot,2018-01-14,17:00:00,18:00:00,evening,12,1,133,1
Refridgerator,8,805,very hot,2018-01-14,17:00:00,18:00:00,evening,12,49,195,0
Refridgerator,8,805,very hot,2018-01-14,21:00:00,22:00:00,night,10,50,116,1
Refridgerator,8,805,very hot,2018-01-14,22:00:00,23:00:00,night,3,16,212,0
Refridgerator,8,805,very hot,2018-01-14,22:00:00,23:00:00,night,15,57,240,0
Refridgerator,8,805,very hot,2018-01-15,00:00:00,01:00:00,midnight,10,12,198,1
Refridgerator,8,805,very hot,2018-01-15,00:00:00,01:00:00,midnight,9,41,229,0
Refridgerator,8,805,very hot,2018-01-15,00:00:00,01:00:00,midnight,3,30,228,0
Refridgerator,8,805,very hot,2018-01-15,02:00:00,03:00:00,midnight,10,40,266,0
Refridgerator,8,805,very hot,2018-01-15,02:00:00,03:00:00,midnight,8,56,188,1
Refridgerator,8,805,very hot,2018-01-15,02:00:00,03:00:00,midnight,15,33,227,0
Refridgerator,8,805,very hot,2018-01-15,03:00:00,04:00:00,midnight,15,27,227,0
Refridgerator,8,805,very hot,2018-01-15,04:00:00,05:00:00,early morning,7,33,121,1
Refridgerator,8,805,very hot,2018-01-15,04:00:00,05:00:00,early morning,11,26,174,1
Refridgerator,8,805,very hot,2018-01-15,04:00:00,05:00:00,early morning,0,0,224,0
Refridgerator,8,805,very hot,2018-01-15,06:00:00,07:00:00,early morning,3,8,243,0
Refridgerator,8,805,very hot,2018-01-15,07:00:00,08:00:00,morning,7,43,150,1
Refridgerator,8,805,very hot,2018-01-15,07:00:00,08:00:00,morning,8,54,218,0
Refridgerator,8,805,very hot,2018-01-15,08:00:00,09:00:00,morning,14,43,296,0
Refridgerator,8,805,very hot,2018-01-15,09:00:00,10:00:00,morning,2,43,230,0
Refridgerator,8,805,very hot,2018-01-15,10:00:00,11:00:00,morning,3,16,116,1
Refridgerator,8,805,very hot,2018-01-15,10:00:00,11:00:00,morning,12,9,229,0
Refridgerator,8,805,very hot,2018-01-15,11:00:00,12:00:00,morning,8,56,251,0
Refridgerator,8,805,very hot,2018-01-15,12:00:00,13:00:00,afternoon,8,32,231,0
Refridgerator,8,805,very hot,2018-01-15,12:00:00,13:00:00,afternoon,11,59,137,1
Refridgerator,8,805,very hot,2018-01-15,13:00:00,14:00:00,afternoon,14,24,292,0
Refridgerator,8,805,very hot,2018-01-15,15:00:00,16:00:00,afternoon,11,28,144,1
Refridgerator,8,805,very hot,2018-01-15,16:00:00,17:00:00,evening,6,45,214,1
Refridgerator,8,805,very hot,2018-01-15,17:00:00,18:00:00,evening,9,10,287,0
Refridgerator,8,805,very hot,2018-01-15,18:00:00,19:00:00,evening,8,56,108,1
Refridgerator,8,805,very hot,2018-01-15,19:00:00,20:00:00,night,11,35,183,1
Refridgerator,8,805,very hot,2018-01-15,20:00:00,21:00:00,night,7,46,131,1
Refridgerator,8,805,very hot,2018-01-15,20:00:00,21:00:00,night,0,0,116,1
Refridgerator,8,805,very hot,2018-01-15,21:00:00,22:00:00,night,1,7,162,1
Refridgerator,8,805,very hot,2018-01-16,01:00:00,02:00:00,midnight,1,15,124,1
Refridgerator,8,805,very hot,2018-01-16,03:00:00,04:00:00,midnight,13,34,109,1
Refridgerator,8,805,very hot,2018-01-16,05:00:00,06:00:00,early morning,4,24,124,1
Refridgerator,8,805,very hot,2018-01-16,06:00:00,07:00:00,early morning,2,53,151,1
Refridgerator,8,805,very hot,2018-01-16,07:00:00,08:00:00,morning,13,27,239,0
Refridgerator,8,805,very hot,2018-01-16,10:00:00,11:00:00,morning,3,13,144,1
Refridgerator,8,805,very hot,2018-01-16,13:00:00,14:00:00,afternoon,12,45,154,1
Refridgerator,8,805,very hot,2018-01-16,14:00:00,15:00:00,afternoon,7,43,201,1
Refridgerator,8,805,very hot,2018-01-16,16:00:00,17:00:00,evening,8,16,293,0
Refridgerator,8,805,very hot,2018-01-16,17:00:00,18:00:00,evening,5,48,261,0
Refridgerator,8,805,very hot,2018-01-16,17:00:00,18:00:00,evening,10,42,227,0
Refridgerator,8,805,very hot,2018-01-16,17:00:00,18:00:00,evening,0,0,102,1
Refridgerator,8,805,very hot,2018-01-16,20:00:00,21:00:00,night,2,5,123,1
Refridgerator,8,805,very hot,2018-01-16,21:00:00,22:00:00,night,10,33,204,0
Refridgerator,8,805,very hot,2018-01-16,23:00:00,00:00:00,midnight,2,4,115,1
Refridgerator,8,805,very hot,2018-01-16,23:00:00,00:00:00,midnight,15,26,108,1
Refridgerator,8,805,very hot,2018-01-17,00:00:00,01:00:00,midnight,15,51,274,0
Refridgerator,8,805,very hot,2018-01-17,00:00:00,01:00:00,midnight,11,11,187,1
Refridgerator,8,805,very hot,2018-01-17,03:00:00,04:00:00,midnight,4,2,118,1
Refridgerator,8,805,very hot,2018-01-17,03:00:00,04:00:00,midnight,2,2,256,0
Refridgerator,8,805,very hot,2018-01-17,07:00:00,08:00:00,morning,12,20,119,1
Refridgerator,8,805,very hot,2018-01-17,09:00:00,10:00:00,morning,5,12,214,0
Refridgerator,8,805,very hot,2018-01-17,10:00:00,11:00:00,morning,11,47,127,1
Refridgerator,8,805,very hot,2018-01-17,10:00:00,11:00:00,morning,5,42,161,1
Refridgerator,8,805,very hot,2018-01-17,11:00:00,12:00:00,morning,10,22,171,1
Refridgerator,8,805,very hot,2018-01-17,12:00:00,13:00:00,afternoon,9,59,261,0
Refridgerator,8,805,very hot,2018-01-17,13:00:00,14:00:00,afternoon,4,42,214,1
Refridgerator,8,805,very hot,2018-01-17,13:00:00,14:00:00,afternoon,14,21,293,0
Refridgerator,8,805,very hot,2018-01-17,14:00:00,15:00:00,afternoon,1,48,252,0
Refridgerator,8,805,very hot,2018-01-17,16:00:00,17:00:00,evening,6,25,235,0
Refridgerator,8,805,very hot,2018-01-17,16:00:00,17:00:00,evening,13,51,262,0
Refridgerator,8,805,very hot,2018-01-17,17:00:00,18:00:00,evening,0,0,181,0
Refridgerator,8,805,very hot,2018-01-17,18:00:00,19:00:00,evening,0,0,107,1
Refridgerator,8,805,very hot,2018-01-17,20:00:00,21:00:00,night,0,0,123,1
Refridgerator,8,805,very hot,2018-01-17,22:00:00,23:00:00,night,4,58,220,0
Refridgerator,8,805,very hot,2018-01-17,22:00:00,23:00:00,night,5,41,177,1
Refridgerator,8,805,very hot,2018-01-17,23:00:00,00:00:00,midnight,3,2,289,0
Refridgerator,8,805,very hot,2018-01-18,02:00:00,03:00:00,midnight,3,39,128,1
Refridgerator,8,805,very hot,2018-01-18,06:00:00,07:00:00,early morning,13,32,291,0
Refridgerator,8,805,very hot,2018-01-18,07:00:00,08:00:00,morning,14,28,199,0
Refridgerator,8,805,very hot,2018-01-18,09:00:00,10:00:00,morning,0,0,110,1
Refridgerator,8,805,very hot,2018-01-18,10:00:00,11:00:00,morning,3,11,206,1
Refridgerator,8,805,very hot,2018-01-18,11:00:00,12:00:00,morning,2,45,100,1
Refridgerator,8,805,very hot,2018-01-18,15:00:00,16:00:00,afternoon,9,9,158,1
Refridgerator,8,805,very hot,2018-01-18,16:00:00,17:00:00,evening,11,34,161,1
Refridgerator,8,805,very hot,2018-01-18,17:00:00,18:00:00,evening,4,11,164,1
Refridgerator,8,805,very hot,2018-01-18,18:00:00,19:00:00,evening,9,12,190,0
Refridgerator,8,805,very hot,2018-01-18,20:00:00,21:00:00,night,3,39,266,0
Refridgerator,8,805,very hot,2018-01-18,20:00:00,21:00:00,night,14,9,142,1
Refridgerator,8,805,very hot,2018-01-18,22:00:00,23:00:00,night,2,26,123,1
Computer,8,807,very hot,2018-01-27,00:00:00,01:00:00,midnight,7,31,391,1
Computer,8,807,very hot,2018-01-27,03:00:00,04:00:00,midnight,5,11,473,0
Computer,8,807,very hot,2018-01-27,04:00:00,05:00:00,early morning,14,57,343,1
Computer,8,807,very hot,2018-01-27,11:00:00,12:00:00,morning,3,52,333,1
Computer,8,807,very hot,2018-01-27,12:00:00,13:00:00,afternoon,9,48,409,0
Computer,8,807,very hot,2018-01-27,19:00:00,20:00:00,night,4,8,330,1
Computer,8,807,very hot,2018-01-27,19:00:00,20:00:00,night,0,0,410,0
Computer,8,807,very hot,2018-01-27,22:00:00,23:00:00,night,14,14,472,0
Computer,8,807,very hot,2018-01-27,22:00:00,23:00:00,night,0,0,391,1
Computer,8,807,very hot,2018-01-28,00:00:00,01:00:00,midnight,8,36,397,1
Computer,8,807,very hot,2018-01-28,01:00:00,02:00:00,midnight,4,48,322,1
Computer,8,807,very hot,2018-01-28,04:00:00,05:00:00,early morning,12,31,467,0
Computer,8,807,very hot,2018-01-28,06:00:00,07:00:00,early morning,1,27,450,0
Computer,8,807,very hot,2018-01-28,07:00:00,08:00:00,morning,12,46,307,1
Computer,8,807,very hot,2018-01-28,08:00:00,09:00:00,morning,1,30,418,0
Computer,8,807,very hot,2018-01-28,09:00:00,10:00:00,morning,3,37,372,1
Computer,8,807,very hot,2018-01-28,11:00:00,12:00:00,morning,8,1,431,0
Computer,8,807,very hot,2018-01-28,11:00:00,12:00:00,morning,15,19,480,0
Computer,8,807,very hot,2018-01-28,12:00:00,13:00:00,afternoon,13,39,472,0
Computer,8,807,very hot,2018-01-28,14:00:00,15:00:00,afternoon,15,46,464,0
Computer,8,807,very hot,2018-01-28,14:00:00,15:00:00,afternoon,5,25,436,0
Computer,8,807,very hot,2018-01-28,14:00:00,15:00:00,afternoon,8,41,330,1
Computer,8,807,very hot,2018-01-28,15:00:00,16:00:00,afternoon,3,15,337,1
Computer,8,807,very hot,2018-01-28,16:00:00,17:00:00,evening,7,45,342,1
Computer,8,807,very hot,2018-01-28,16:00:00,17:00:00,evening,9,59,483,0
Computer,8,807,very hot,2018-01-28,17:00:00,18:00:00,evening,3,11,486,0
Computer,8,807,very hot,2018-01-28,20:00:00,21:00:00,night,7,21,414,0
Computer,8,807,very hot,2018-01-28,20:00:00,21:00:00,night,6,41,348,1
Computer,8,807,very hot,2018-01-28,21:00:00,22:00:00,night,11,56,467,0
Computer,8,807,very hot,2018-01-29,03:00:00,04:00:00,midnight,1,39,464,0
Computer,8,807,very hot,2018-01-29,04:00:00,05:00:00,early morning,0,0,420,0
Computer,8,807,very hot,2018-01-29,04:00:00,05:00:00,early morning,13,43,388,0
Computer,8,807,very hot,2018-01-29,06:00:00,07:00:00,early morning,12,21,369,1
Computer,8,807,very hot,2018-01-29,06:00:00,07:00:00,early morning,9,25,416,0
Computer,8,807,very hot,2018-01-29,08:00:00,09:00:00,morning,8,31,356,1
Computer,8,807,very hot,2018-01-29,08:00:00,09:00:00,morning,10,38,415,0
Computer,8,807,very hot,2018-01-29,08:00:00,09:00:00,morning,0,0,433,0
Computer,8,807,very hot,2018-01-29,09:00:00,10:00:00,morning,5,29,475,0
Computer,8,807,very hot,2018-01-29,16:00:00,17:00:00,evening,7,42,325,1
Computer,8,807,very hot,2018-01-29,17:00:00,18:00:00,evening,6,3,379,1
Computer,8,807,very hot,2018-01-29,18:00:00,19:00:00,evening,0,0,488,0
Computer,8,807,very hot,2018-01-29,19:00:00,20:00:00,night,2,41,482,0
Computer,8,807,very hot,2018-01-29,19:00:00,20:00:00,night,12,22,302,1
Computer,8,807,very hot,2018-01-29,20:00:00,21:00:00,night,15,47,346,1
Computer,8,807,very hot,2018-01-29,20:00:00,21:00:00,night,12,37,470,0
Computer,8,807,very hot,2018-01-29,22:00:00,23:00:00,night,2,35,405,0
Computer,8,807,very hot,2018-01-29,22:00:00,23:00:00,night,10,29,367,1
Computer,8,807,very hot,2018-01-29,23:00:00,00:00:00,midnight,5,49,445,0
