device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action
Heater,117,hot,20-01-2018,05:00:00,06:00:00,early morning,7,9,2248.289063,"Moving 13 people from room 100 to room 101 saves 2286.4140625 of electricity, power consumption will reduce from 15814.84765625 to 13528.43359375",Turn off Heater in room 100
Heater,117,very cold,20-01-2018,07:00:00,08:00:00,morning,5,46,2252.238281,"Moving 5 people from room 104 to room 105 saves 2259.42578125 of electricity, power consumption will reduce from 15821.9296875 to 13562.50390625",Turn off Heater in room 104
Heater,117,hot,20-01-2018,09:00:00,10:00:00,morning,9,21,2274.304688,"Moving 7 people from room 115 to room 117 saves 2289.421875 of electricity, power consumption will reduce from 15997.15234375 to 13707.73046875",Turn off Heater in room 115
Heater,117,low cold,20-01-2018,10:00:00,11:00:00,morning,14,54,2248.71875,"Moving 1 people from room 111 to room 105 saves 2249.0078125 of electricity, power consumption will reduce from 15648.7109375 to 13399.703125",Turn off Heater in room 111
Heater,117,cold,20-01-2018,12:00:00,13:00:00,afternoon,8,19,2260.472656,"Moving 9 people from room 106 to room 103 saves 2272.33203125 of electricity, power consumption will reduce from 15829.625 to 13557.29296875",Turn off Heater in room 106
Heater,117,low cold,20-01-2018,21:00:00,22:00:00,night,13,47,2292.511719,"Moving 15 people from room 112 to room 118 saves 2309.98828125 of electricity, power consumption will reduce from 15963.10546875 to 13653.1171875",Turn off Heater in room 112
Heater,117,very hot,21-01-2018,03:00:00,04:00:00,midnight,2,30,2203.574219,"Moving 2 people from room 117 to room 100 saves 2203.57421875 of electricity, power consumption will reduce from 15345.19140625 to 13141.6171875",Turn off Heater in room 117
Heater,117,very cold,21-01-2018,10:00:00,11:00:00,morning,9,27,2155.410156,None,Turn off Heater in room 105
Heater,117,hot,21-01-2018,12:00:00,13:00:00,afternoon,1,22,2209.652344,"Moving 1 people from room 117 to room 105 saves 2209.65234375 of electricity, power consumption will reduce from 15560.29296875 to 13350.640625",Turn off Heater in room 117
Heater,117,low cold,21-01-2018,14:00:00,15:00:00,afternoon,0,0,2176.355469,"Moving 4 people from room 118 to room 104 saves 2195.24609375 of electricity, power consumption will reduce from 15211.92578125 to 13016.6796875",Turn off Heater in room 118
Heater,117,very hot,21-01-2018,17:00:00,18:00:00,evening,14,40,2177.554688,"Moving 2 people from room 105 to room 101 saves 2174.390625 of electricity, power consumption will reduce from 15216.23828125 to 13041.84765625",Turn off Heater in room 105
Heater,117,very hot,21-01-2018,19:00:00,20:00:00,night,2,32,2219.046875,"Moving 2 people from room 117 to room 100 saves 2219.046875 of electricity, power consumption will reduce from 15448.01953125 to 13228.97265625",Turn off Heater in room 117
Heater,117,hot,21-01-2018,19:00:00,20:00:00,night,15,34,2203.839844,"Moving 2 people from room 117 to room 100 saves 2219.046875 of electricity, power consumption will reduce from 15448.01953125 to 13228.97265625",Turn off Heater in room 117
Heater,117,very cold,21-01-2018,20:00:00,21:00:00,night,2,29,2162.441406,"Moving 12 people from room 104 to room 111 saves 2165.45703125 of electricity, power consumption will reduce from 15228.26171875 to 13062.8046875",Turn off Heater in room 104
Heater,117,low cold,21-01-2018,21:00:00,22:00:00,night,11,55,2231.136719,"Moving 6 people from room 118 to room 102 saves 2234.625 of electricity, power consumption will reduce from 15501.1953125 to 13266.5703125",Turn off Heater in room 118
Heater,117,cold,21-01-2018,23:00:00,00:00:00,midnight,7,41,2198.636719,"Moving 15 people from room 113 to room 101 saves 2208.328125 of electricity, power consumption will reduce from 15366.796875 to 13158.46875",Turn off Heater in room 113
Heater,117,very cold,22-01-2018,01:00:00,02:00:00,midnight,11,46,2171.910156,"Moving 6 people from room 101 to room 102 saves 2223.26171875 of electricity, power consumption will reduce from 15342.47265625 to 13119.2109375",Turn off Heater in room 101
Heater,117,hot,22-01-2018,01:00:00,02:00:00,midnight,1,48,2185.15625,"Moving 6 people from room 101 to room 102 saves 2223.26171875 of electricity, power consumption will reduce from 15342.47265625 to 13119.2109375",Turn off Heater in room 101
Heater,117,hot,22-01-2018,10:00:00,11:00:00,morning,15,8,2172.6875,"Moving 7 people from room 103 to room 106 saves 2181.58984375 of electricity, power consumption will reduce from 15199.1015625 to 13017.51171875",Turn off Heater in room 103
Heater,117,cold,22-01-2018,11:00:00,12:00:00,morning,5,56,2184.964844,"Moving 10 people from room 111 to room 111 saves 2206.09375 of electricity, power consumption will reduce from 15424.34375 to 13218.25",Turn off Heater in room 111
Heater,117,low hot,22-01-2018,12:00:00,13:00:00,afternoon,12,29,2235.921875,"Moving 6 people from room 105 to room 116 saves 2228.76171875 of electricity, power consumption will reduce from 15655.40234375 to 13426.640625",Turn off Heater in room 105
Heater,117,hot,22-01-2018,16:00:00,17:00:00,evening,9,26,2177.375,"Moving 1 people from room 115 to room 117 saves 2167.19921875 of electricity, power consumption will reduce from 15288.71484375 to 13121.515625",Turn off Heater in room 115
Heater,117,cold,22-01-2018,22:00:00,23:00:00,night,12,22,2205.71875,None,Turn off Heater in room 102
Heater,117,hot,23-01-2018,03:00:00,04:00:00,midnight,3,10,2117.347656,"Moving 9 people from room 111 to room 110 saves 1492.81640625 of electricity, power consumption will reduce from 11046.32421875 to 9553.5078125",Turn off Microwave in room 111
Heater,117,cold,23-01-2018,11:00:00,12:00:00,morning,9,38,2102.519531,"Moving 11 people from room 117 to room 103 saves 1488.27734375 of electricity, power consumption will reduce from 10916.44921875 to 9428.171875",Turn off Microwave in room 117
Heater,117,hot,23-01-2018,13:00:00,14:00:00,afternoon,1,26,2143.574219,"Moving 5 people from room 102 to room 113 saves 1484.734375 of electricity, power consumption will reduce from 11161.23828125 to 9676.50390625",Turn off Microwave in room 102
Lights,117,very cold,05-01-2018,03:00:00,04:00:00,midnight,6,43,1460.046875,"Moving 13 people from room 117 to room 108 saves 1459.6953125 of electricity, power consumption will reduce from 10331.35546875 to 8871.66015625",Turn off AC in room 117
Lights,117,hot,05-01-2018,06:00:00,07:00:00,early morning,8,20,1455.527344,None,Turn off AC in room 113
Lights,117,low cold,05-01-2018,06:00:00,07:00:00,early morning,6,38,1472.242188,None,Turn off AC in room 113
Lights,117,very hot,05-01-2018,21:00:00,22:00:00,night,1,41,1510.800781,"Moving 1 people from room 101 to room 115 saves 1527.25390625 of electricity, power consumption will reduce from 10563.63671875 to 9036.3828125",Turn off AC in room 101
Lights,117,cold,06-01-2018,02:00:00,03:00:00,midnight,9,25,1485.980469,"Moving 6 people from room 119 to room 107 saves 1493.3984375 of electricity, power consumption will reduce from 10577.2734375 to 9083.875",Turn off Lights in room 119
Lights,117,low cold,06-01-2018,03:00:00,04:00:00,midnight,2,55,1499.914063,None,Turn off Lights in room 103
Lights,117,low hot,06-01-2018,04:00:00,05:00:00,early morning,11,55,1525.503906,"Moving 5 people from room 110 to room 111 saves 1501.05078125 of electricity, power consumption will reduce from 10549.890625 to 9048.83984375",Turn off Lights in room 110
Lights,117,low hot,06-01-2018,06:00:00,07:00:00,early morning,0,0,1479.347656,"Moving 6 people from room 109 to room 118 saves 1486.625 of electricity, power consumption will reduce from 10435.6484375 to 8949.0234375",Turn off Lights in room 109
Lights,117,very cold,06-01-2018,08:00:00,09:00:00,morning,1,2,1482.660156,"Moving 6 people from room 106 to room 117 saves 1506.1328125 of electricity, power consumption will reduce from 10563.53515625 to 9057.40234375",Turn off Lights in room 106
Lights,117,very hot,06-01-2018,09:00:00,10:00:00,morning,8,46,1523.667969,"Moving 13 people from room 119 to room 109 saves 1524.4140625 of electricity, power consumption will reduce from 10666.765625 to 9142.3515625",Turn off Lights in room 119
Lights,117,hot,06-01-2018,11:00:00,12:00:00,morning,10,34,1472.234375,"Moving 5 people from room 117 to room 109 saves 1482.15625 of electricity, power consumption will reduce from 10347.1328125 to 8864.9765625",Turn off Lights in room 117
Lights,117,low cold,06-01-2018,11:00:00,12:00:00,morning,5,22,1482.15625,"Moving 5 people from room 117 to room 109 saves 1482.15625 of electricity, power consumption will reduce from 10347.1328125 to 8864.9765625",Turn off Lights in room 117
Lights,117,hot,06-01-2018,11:00:00,12:00:00,morning,2,36,1473.550781,"Moving 5 people from room 117 to room 109 saves 1482.15625 of electricity, power consumption will reduce from 10347.1328125 to 8864.9765625",Turn off Lights in room 117
Lights,117,low hot,06-01-2018,14:00:00,15:00:00,afternoon,3,33,1479.191406,"Moving 2 people from room 115 to room 112 saves 1475.625 of electricity, power consumption will reduce from 10381.65625 to 8906.03125",Turn off Lights in room 115
Lights,117,hot,06-01-2018,14:00:00,15:00:00,afternoon,10,26,1461.714844,"Moving 2 people from room 115 to room 112 saves 1475.625 of electricity, power consumption will reduce from 10381.65625 to 8906.03125",Turn off Lights in room 115
Lights,117,low hot,06-01-2018,15:00:00,16:00:00,afternoon,1,57,1500.78125,"Moving 7 people from room 113 to room 108 saves 1480.421875 of electricity, power consumption will reduce from 10308.87890625 to 8828.45703125",Turn off Lights in room 113
Lights,117,very cold,06-01-2018,17:00:00,18:00:00,evening,15,18,1438.6875,"Moving 7 people from room 100 to room 107 saves 1470.62890625 of electricity, power consumption will reduce from 10287.03125 to 8816.40234375",Turn off Lights in room 100
Lights,117,very hot,06-01-2018,20:00:00,21:00:00,night,0,0,1474.308594,"Moving 5 people from room 115 to room 107 saves 1446.44140625 of electricity, power consumption will reduce from 10395.375 to 8948.93359375",Turn off Lights in room 115
Lights,117,low cold,06-01-2018,23:00:00,00:00:00,midnight,6,11,1507.570313,"Moving 5 people from room 111 to room 114 saves 1494.3046875 of electricity, power consumption will reduce from 10537.35546875 to 9043.05078125",Turn off Lights in room 111
Lights,117,very cold,07-01-2018,02:00:00,03:00:00,midnight,0,0,1507.574219,None,Turn off Lights in room 117
Lights,117,cold,07-01-2018,13:00:00,14:00:00,afternoon,8,59,1526.082031,"Moving 2 people from room 105 to room 117 saves 1534.59765625 of electricity, power consumption will reduce from 10704.00390625 to 9169.40625",Turn off Lights in room 105
Lights,117,very cold,07-01-2018,15:00:00,16:00:00,afternoon,12,6,1487.820313,"Moving 6 people from room 109 to room 111 saves 1521.96875 of electricity, power consumption will reduce from 10514.4921875 to 8992.5234375",Turn off Lights in room 109
Lights,117,very cold,07-01-2018,15:00:00,16:00:00,afternoon,9,36,1495.242188,"Moving 6 people from room 109 to room 111 saves 1521.96875 of electricity, power consumption will reduce from 10514.4921875 to 8992.5234375",Turn off Lights in room 109
Lights,117,very hot,07-01-2018,16:00:00,17:00:00,evening,5,12,1497.675781,"Moving 1 people from room 105 to room 113 saves 1469.09375 of electricity, power consumption will reduce from 10433.390625 to 8964.296875",Turn off Lights in room 105
Lights,117,low hot,08-01-2018,03:00:00,04:00:00,midnight,13,55,1513.234375,"Moving 2 people from room 103 to room 114 saves 1467.1171875 of electricity, power consumption will reduce from 10510.4609375 to 9043.34375",Turn off Lights in room 103
Lights,117,hot,08-01-2018,08:00:00,09:00:00,morning,0,0,1505.648438,"Moving 8 people from room 100 to room 119 saves 1553.796875 of electricity, power consumption will reduce from 10623.1953125 to 9069.3984375",Turn off Lights in room 100
Lights,117,very hot,08-01-2018,09:00:00,10:00:00,morning,11,30,1531.195313,"Moving 5 people from room 106 to room 109 saves 1519.60546875 of electricity, power consumption will reduce from 10599.1796875 to 9079.57421875",Turn off Lights in room 106
Lights,117,very hot,08-01-2018,11:00:00,12:00:00,morning,10,50,1501.976563,"Moving 15 people from room 118 to room 112 saves 1498.6015625 of electricity, power consumption will reduce from 10466.70703125 to 8968.10546875",Turn off Lights in room 118
Lights,117,very hot,08-01-2018,11:00:00,12:00:00,morning,14,54,1502.507813,"Moving 15 people from room 118 to room 112 saves 1498.6015625 of electricity, power consumption will reduce from 10466.70703125 to 8968.10546875",Turn off Lights in room 118
Lights,117,low cold,08-01-2018,14:00:00,15:00:00,afternoon,15,31,1486.257813,"Moving 15 people from room 117 to room 102 saves 1486.2578125 of electricity, power consumption will reduce from 10392.07421875 to 8905.81640625",Turn off Lights in room 117
Lights,117,very hot,08-01-2018,15:00:00,16:00:00,afternoon,5,19,1502.238281,None,Turn off Lights in room 118
Lights,117,low cold,08-01-2018,22:00:00,23:00:00,night,9,39,1526.941406,"Moving 1 people from room 102 to room 103 saves 1474.91796875 of electricity, power consumption will reduce from 10559.23046875 to 9084.3125",Turn off Lights in room 102
Lights,117,low cold,09-01-2018,00:00:00,01:00:00,midnight,15,1,1511.070313,"Moving 7 people from room 105 to room 118 saves 278.44140625 of electricity, power consumption will reduce from 9353.6015625 to 9075.16015625",Turn off Television in room 105
Lights,117,low hot,09-01-2018,02:00:00,03:00:00,midnight,12,14,1520.488281,"Moving 1 people from room 107 to room 116 saves 295.3046875 of electricity, power consumption will reduce from 9340.09765625 to 9044.79296875",Turn off Television in room 107
Lights,117,cold,09-01-2018,03:00:00,04:00:00,midnight,15,4,1474.15625,None,Turn off Television in room 114
Lights,117,very hot,09-01-2018,05:00:00,06:00:00,early morning,9,23,1505.871094,"Moving 12 people from room 108 to room 118 saves 266.20703125 of electricity, power consumption will reduce from 9267.82421875 to 9001.6171875",Turn off Television in room 108
Lights,117,very cold,09-01-2018,06:00:00,07:00:00,early morning,15,9,1464.253906,"Moving 9 people from room 105 to room 106 saves 239.82421875 of electricity, power consumption will reduce from 9134.44140625 to 8894.6171875",Turn off Television in room 105
Lights,117,hot,09-01-2018,08:00:00,09:00:00,morning,4,34,1512.789063,"Moving 1 people from room 102 to room 100 saves 270.421875 of electricity, power consumption will reduce from 9390.59765625 to 9120.17578125",Turn off Television in room 102
Lights,117,hot,09-01-2018,12:00:00,13:00:00,afternoon,12,11,1509.519531,"Moving 4 people from room 111 to room 115 saves 275.7265625 of electricity, power consumption will reduce from 9401.0 to 9125.2734375",Turn off Television in room 111
Lights,117,hot,09-01-2018,14:00:00,15:00:00,afternoon,5,20,1471.964844,"Moving 3 people from room 113 to room 104 saves 238.67578125 of electricity, power consumption will reduce from 9114.671875 to 8875.99609375",Turn off Television in room 113
Lights,117,very hot,09-01-2018,14:00:00,15:00:00,afternoon,4,48,1493.023438,"Moving 3 people from room 113 to room 104 saves 238.67578125 of electricity, power consumption will reduce from 9114.671875 to 8875.99609375",Turn off Television in room 113
Lights,117,very cold,09-01-2018,15:00:00,16:00:00,afternoon,11,1,1470.808594,"Moving 11 people from room 107 to room 111 saves 276.73828125 of electricity, power consumption will reduce from 9300.62890625 to 9023.890625",Turn off Television in room 107
Lights,117,very cold,09-01-2018,18:00:00,19:00:00,evening,4,2,1497.503906,"Moving 1 people from room 112 to room 102 saves 307.8671875 of electricity, power consumption will reduce from 9364.0 to 9056.1328125",Turn off Television in room 112
Lights,117,low cold,09-01-2018,20:00:00,21:00:00,night,6,36,1491.273438,"Moving 15 people from room 107 to room 104 saves 290.0625 of electricity, power consumption will reduce from 9169.05078125 to 8878.98828125",Turn off Television in room 107
Lights,117,low hot,09-01-2018,22:00:00,23:00:00,night,11,1,1520.070313,"Moving 15 people from room 106 to room 108 saves 262.2421875 of electricity, power consumption will reduce from 9308.73046875 to 9046.48828125",Turn off Television in room 106
Microwave,117,low cold,23-01-2018,01:00:00,02:00:00,midnight,8,2,1463.695313,"Moving 9 people from room 114 to room 105 saves 1490.01171875 of electricity, power consumption will reduce from 10893.19921875 to 9403.1875",Turn off Microwave in room 114
Microwave,117,cold,23-01-2018,10:00:00,11:00:00,morning,13,12,1440.582031,"Moving 7 people from room 110 to room 114 saves 1462.97265625 of electricity, power consumption will reduce from 10870.90234375 to 9407.9296875",Turn off Microwave in room 110
Microwave,117,low hot,23-01-2018,11:00:00,12:00:00,morning,1,27,1482.742188,"Moving 11 people from room 117 to room 103 saves 1488.27734375 of electricity, power consumption will reduce from 10916.44921875 to 9428.171875",Turn off Microwave in room 117
Microwave,117,very hot,23-01-2018,11:00:00,12:00:00,morning,11,58,1488.277344,"Moving 11 people from room 117 to room 103 saves 1488.27734375 of electricity, power consumption will reduce from 10916.44921875 to 9428.171875",Turn off Microwave in room 117
Microwave,117,low cold,23-01-2018,17:00:00,18:00:00,evening,4,36,1464.210938,"Moving 9 people from room 106 to room 115 saves 1464.1484375 of electricity, power consumption will reduce from 10898.4765625 to 9434.328125",Turn off Microwave in room 106
Microwave,117,low hot,24-01-2018,05:00:00,06:00:00,early morning,2,18,1530.207031,"Moving 8 people from room 111 to room 103 saves 1535.375 of electricity, power consumption will reduce from 10659.1015625 to 9123.7265625",Turn off Microwave in room 111
Microwave,117,cold,24-01-2018,05:00:00,06:00:00,early morning,12,32,1506.1875,"Moving 8 people from room 111 to room 103 saves 1535.375 of electricity, power consumption will reduce from 10659.1015625 to 9123.7265625",Turn off Microwave in room 111
Microwave,117,low hot,24-01-2018,05:00:00,06:00:00,early morning,13,28,1531.421875,"Moving 8 people from room 111 to room 103 saves 1535.375 of electricity, power consumption will reduce from 10659.1015625 to 9123.7265625",Turn off Microwave in room 111
Microwave,117,cold,24-01-2018,09:00:00,10:00:00,morning,1,48,1534.519531,"Moving 12 people from room 104 to room 112 saves 1532.18359375 of electricity, power consumption will reduce from 10746.58203125 to 9214.3984375",Turn off Microwave in room 104
Microwave,117,low cold,24-01-2018,13:00:00,14:00:00,afternoon,3,45,1554.832031,"Moving 10 people from room 102 to room 116 saves 1520.52734375 of electricity, power consumption will reduce from 10700.8984375 to 9180.37109375",Turn off Microwave in room 102
Microwave,117,low cold,24-01-2018,22:00:00,23:00:00,night,6,36,1550.078125,"Moving 7 people from room 102 to room 112 saves 1532.6171875 of electricity, power consumption will reduce from 10801.1953125 to 9268.578125",Turn off Microwave in room 102
Microwave,117,low hot,25-01-2018,00:00:00,01:00:00,midnight,1,31,1511.855469,"Moving 4 people from room 119 to room 107 saves 1513.5546875 of electricity, power consumption will reduce from 10526.0625 to 9012.5078125",Turn off Microwave in room 119
Microwave,117,very hot,25-01-2018,02:00:00,03:00:00,midnight,8,2,1506.671875,"Moving 8 people from room 117 to room 112 saves 1506.671875 of electricity, power consumption will reduce from 10616.3046875 to 9109.6328125",Turn off Microwave in room 117
Microwave,117,low cold,25-01-2018,13:00:00,14:00:00,afternoon,12,26,1514.726563,"Moving 10 people from room 101 to room 111 saves 1541.5625 of electricity, power consumption will reduce from 10647.74609375 to 9106.18359375",Turn off Microwave in room 101
Microwave,117,cold,25-01-2018,13:00:00,14:00:00,afternoon,12,50,1496.964844,"Moving 10 people from room 101 to room 111 saves 1541.5625 of electricity, power consumption will reduce from 10647.74609375 to 9106.18359375",Turn off Microwave in room 101
Microwave,117,hot,25-01-2018,14:00:00,15:00:00,afternoon,4,14,1460.015625,"Moving 1 people from room 115 to room 112 saves 1471.6796875 of electricity, power consumption will reduce from 10296.0625 to 8824.3828125",Turn off Microwave in room 115
Microwave,117,low hot,25-01-2018,16:00:00,17:00:00,evening,1,27,1475.84375,"Moving 14 people from room 102 to room 117 saves 1450.73046875 of electricity, power consumption will reduce from 10174.0234375 to 8723.29296875",Turn off Microwave in room 102
Microwave,117,low cold,25-01-2018,20:00:00,21:00:00,night,4,16,1476.113281,"Moving 8 people from room 100 to room 113 saves 1486.4609375 of electricity, power consumption will reduce from 10356.62890625 to 8870.16796875",Turn off Microwave in room 100
Microwave,117,hot,25-01-2018,22:00:00,23:00:00,night,7,33,1502.363281,"Moving 4 people from room 104 to room 117 saves 1501.1875 of electricity, power consumption will reduce from 10485.328125 to 8984.140625",Turn off Microwave in room 104
Microwave,117,cold,26-01-2018,01:00:00,02:00:00,midnight,12,32,1474.917969,"Moving 6 people from room 104 to room 103 saves 1482.89453125 of electricity, power consumption will reduce from 10359.05078125 to 8876.15625",Turn off Microwave in room 104
Microwave,117,very hot,26-01-2018,03:00:00,04:00:00,midnight,8,16,1516.242188,"Moving 4 people from room 115 to room 117 saves 1510.140625 of electricity, power consumption will reduce from 10639.16015625 to 9129.01953125",Turn off Microwave in room 115
Microwave,117,very cold,26-01-2018,16:00:00,17:00:00,evening,14,4,1465.847656,None,Turn off Microwave in room 115
Microwave,117,cold,26-01-2018,21:00:00,22:00:00,night,9,16,1515.273438,"Moving 4 people from room 119 to room 108 saves 1553.6796875 of electricity, power consumption will reduce from 10772.19921875 to 9218.51953125",Turn off Microwave in room 119
Microwave,117,cold,26-01-2018,22:00:00,23:00:00,night,9,2,1507.210938,"Moving 8 people from room 101 to room 102 saves 1554.7890625 of electricity, power consumption will reduce from 10709.37890625 to 9154.58984375",Turn off Microwave in room 101
Microwave,117,very cold,27-01-2018,05:00:00,06:00:00,early morning,2,8,1515.75,"Moving 3 people from room 114 to room 105 saves 413.109375 of electricity, power consumption will reduce from 7302.8828125 to 6889.7734375",Turn off Computer in room 114
Microwave,117,hot,27-01-2018,05:00:00,06:00:00,early morning,7,5,1526.230469,"Moving 3 people from room 114 to room 105 saves 413.109375 of electricity, power consumption will reduce from 7302.8828125 to 6889.7734375",Turn off Computer in room 114
Microwave,117,very hot,27-01-2018,06:00:00,07:00:00,early morning,14,52,1539.320313,"Moving 9 people from room 115 to room 119 saves 368.92578125 of electricity, power consumption will reduce from 7225.61328125 to 6856.6875",Turn off Computer in room 115
Microwave,117,very cold,27-01-2018,06:00:00,07:00:00,early morning,9,56,1514.753906,"Moving 9 people from room 115 to room 119 saves 368.92578125 of electricity, power consumption will reduce from 7225.61328125 to 6856.6875",Turn off Computer in room 115
Microwave,117,hot,27-01-2018,08:00:00,09:00:00,morning,1,5,1544.964844,"Moving 6 people from room 113 to room 111 saves 399.75 of electricity, power consumption will reduce from 7435.0625 to 7035.3125",Turn off Computer in room 113
Microwave,117,very cold,27-01-2018,11:00:00,12:00:00,morning,1,57,1516.789063,None,Turn off Computer in room 101
Microwave,117,cold,27-01-2018,14:00:00,15:00:00,afternoon,3,57,1508.46875,"Moving 3 people from room 110 to room 102 saves 351.3125 of electricity, power consumption will reduce from 7128.6875 to 6777.375",Turn off Computer in room 110
Microwave,117,cold,27-01-2018,16:00:00,17:00:00,evening,10,33,1499.398438,"Moving 8 people from room 102 to room 105 saves 362.0234375 of electricity, power consumption will reduce from 7181.28515625 to 6819.26171875",Turn off Computer in room 102
Refridgerator,117,very hot,14-01-2018,00:00:00,01:00:00,midnight,9,49,236.2695313,"Moving 9 people from room 117 to room 105 saves 236.26953125 of electricity, power consumption will reduce from 1716.74609375 to 1480.4765625",Turn off Refridgerator in room 117
Refridgerator,117,cold,14-01-2018,06:00:00,07:00:00,early morning,1,9,177.3515625,"Moving 12 people from room 107 to room 100 saves 245.4296875 of electricity, power consumption will reduce from 1486.94140625 to 1241.51171875",Turn off Refridgerator in room 107
Refridgerator,117,very hot,14-01-2018,09:00:00,10:00:00,morning,0,0,235.8710938,None,Turn off Refridgerator in room 117
Refridgerator,117,very cold,14-01-2018,11:00:00,12:00:00,morning,14,7,175.9609375,"Moving 3 people from room 117 to room 113 saves 206.23046875 of electricity, power consumption will reduce from 1442.51953125 to 1236.2890625",Turn off Refridgerator in room 117
Refridgerator,117,very hot,14-01-2018,11:00:00,12:00:00,morning,3,20,206.2304688,"Moving 3 people from room 117 to room 113 saves 206.23046875 of electricity, power consumption will reduce from 1442.51953125 to 1236.2890625",Turn off Refridgerator in room 117
Refridgerator,117,hot,14-01-2018,14:00:00,15:00:00,afternoon,2,47,189.796875,"Moving 15 people from room 100 to room 117 saves 229.55078125 of electricity, power consumption will reduce from 1408.54296875 to 1178.9921875",Turn off Refridgerator in room 100
Refridgerator,117,cold,14-01-2018,16:00:00,17:00:00,evening,5,40,173.96875,"Moving 2 people from room 107 to room 117 saves 219.48046875 of electricity, power consumption will reduce from 1460.25390625 to 1240.7734375",Turn off Refridgerator in room 107
Refridgerator,117,very cold,14-01-2018,16:00:00,17:00:00,evening,0,0,164.5078125,"Moving 2 people from room 107 to room 117 saves 219.48046875 of electricity, power consumption will reduce from 1460.25390625 to 1240.7734375",Turn off Refridgerator in room 107
Refridgerator,117,low hot,14-01-2018,21:00:00,22:00:00,night,2,6,238.0625,"Moving 11 people from room 103 to room 117 saves 216.96484375 of electricity, power consumption will reduce from 1749.20703125 to 1532.2421875",Turn off Refridgerator in room 103
Refridgerator,117,very hot,14-01-2018,22:00:00,23:00:00,night,0,0,231.3515625,None,Turn off Refridgerator in room 117
Refridgerator,117,low hot,15-01-2018,00:00:00,01:00:00,midnight,2,24,215.8476563,"Moving 8 people from room 105 to room 117 saves 208.609375 of electricity, power consumption will reduce from 1433.0546875 to 1224.4453125",Turn off Refridgerator in room 105
Refridgerator,117,low hot,15-01-2018,00:00:00,01:00:00,midnight,9,18,213.6875,"Moving 8 people from room 105 to room 117 saves 208.609375 of electricity, power consumption will reduce from 1433.0546875 to 1224.4453125",Turn off Refridgerator in room 105
Refridgerator,117,very cold,15-01-2018,00:00:00,01:00:00,midnight,1,34,191.5351563,"Moving 8 people from room 105 to room 117 saves 208.609375 of electricity, power consumption will reduce from 1433.0546875 to 1224.4453125",Turn off Refridgerator in room 105
Refridgerator,117,cold,15-01-2018,09:00:00,10:00:00,morning,0,0,194.3554688,"Moving 10 people from room 113 to room 107 saves 213.5546875 of electricity, power consumption will reduce from 1538.74609375 to 1325.19140625",Turn off Refridgerator in room 113
Refridgerator,117,low hot,15-01-2018,09:00:00,10:00:00,morning,1,24,226.21875,"Moving 10 people from room 113 to room 107 saves 213.5546875 of electricity, power consumption will reduce from 1538.74609375 to 1325.19140625",Turn off Refridgerator in room 113
Refridgerator,117,low hot,15-01-2018,16:00:00,17:00:00,evening,5,27,181.1835938,"Moving 4 people from room 109 to room 114 saves 167.2421875 of electricity, power consumption will reduce from 1239.3671875 to 1072.125",Turn off Refridgerator in room 109
Refridgerator,117,cold,15-01-2018,18:00:00,19:00:00,evening,8,4,193.1953125,"Moving 13 people from room 100 to room 113 saves 254.2421875 of electricity, power consumption will reduce from 1530.7109375 to 1276.46875",Turn off Refridgerator in room 100
Refridgerator,117,low cold,15-01-2018,22:00:00,23:00:00,night,13,16,215.7109375,"Moving 13 people from room 108 to room 112 saves 217.0859375 of electricity, power consumption will reduce from 1505.5859375 to 1288.5",Turn off Refridgerator in room 108
Refridgerator,117,very cold,16-01-2018,03:00:00,04:00:00,midnight,1,40,187.3320313,"Moving 10 people from room 100 to room 115 saves 232.10546875 of electricity, power consumption will reduce from 1391.8046875 to 1159.69921875",Turn off Refridgerator in room 100
Refridgerator,117,very hot,16-01-2018,06:00:00,07:00:00,early morning,1,31,200.65625,"Moving 1 people from room 117 to room 114 saves 200.65625 of electricity, power consumption will reduce from 1337.37109375 to 1136.71484375",Turn off Refridgerator in room 117
Refridgerator,117,cold,16-01-2018,06:00:00,07:00:00,early morning,0,0,167.8867188,"Moving 1 people from room 117 to room 114 saves 200.65625 of electricity, power consumption will reduce from 1337.37109375 to 1136.71484375",Turn off Refridgerator in room 117
Refridgerator,117,cold,16-01-2018,10:00:00,11:00:00,morning,14,9,158.4453125,"Moving 7 people from room 104 to room 101 saves 175.29296875 of electricity, power consumption will reduce from 1206.82421875 to 1031.53125",Turn off Refridgerator in room 104
Refridgerator,117,cold,16-01-2018,18:00:00,19:00:00,evening,5,44,211.5390625,"Moving 4 people from room 109 to room 103 saves 221.75 of electricity, power consumption will reduce from 1495.0078125 to 1273.2578125",Turn off Refridgerator in room 109
Refridgerator,117,low hot,16-01-2018,20:00:00,21:00:00,night,7,55,202.1875,"Moving 5 people from room 116 to room 109 saves 170.12890625 of electricity, power consumption will reduce from 1314.0 to 1143.87109375",Turn off Refridgerator in room 116
Refridgerator,117,very hot,16-01-2018,23:00:00,00:00:00,midnight,11,58,235.0898438,"Moving 11 people from room 117 to room 110 saves 235.08984375 of electricity, power consumption will reduce from 1484.3828125 to 1249.29296875",Turn off Refridgerator in room 117
Refridgerator,117,cold,17-01-2018,00:00:00,01:00:00,midnight,13,33,193.7539063,"Moving 3 people from room 115 to room 116 saves 217.4140625 of electricity, power consumption will reduce from 1453.07421875 to 1235.66015625",Turn off Refridgerator in room 115
